"FranchsieID","GoalieId","FHMID","Player.Name","LeagueId","newTeamID","TeamId","SubtotalForId","Season","isPlayoffs","GamesPlayed","Wins","Losses","OvertimeLosses","Minutes","PenaltyMinutes","Shutouts","GoalsAgainst","ShotsAgainst","Assists","EmptyGoalAgainst","PenaltyShotAttempts","Starts","Backups","PenaltyShotSaves","X","X.1"
"9",100002,"1100002","Ryan Jesster",1,1,"9","",9,0,45,30,14,0,2625,0,3,95,878,5,1,2,44,6,2,NA,NA
"9",100036,"1100036","Jaska Tillikainen",1,1,"9","",9,0,6,4,2,0,341,0,0,21,118,0,0,0,6,11,0,NA,NA
"9",100002,"1100002","Ryan Jesster",1,1,"9","",9,1,10,8,2,0,599,0,1,18,218,0,1,0,10,0,0,NA,NA
"10",100023,"1100023","Joey Zyla",1,9,"10","",9,0,11,0,2,0,220,0,0,30,70,0,0,0,0,44,0,NA,NA
"10",100016,"1100016","Eddie Fischermann",1,9,"10","",9,0,46,16,22,4,2479,0,2,155,891,1,0,16,44,6,11,NA,NA
"10",100039,"1100218","Charlie Serpe II",1,9,"10","",9,0,6,2,3,1,327,0,0,21,121,1,0,0,6,0,0,NA,NA
"11",100032,"1100032","Samu Viltonen",1,11,"11","",9,0,9,1,5,1,406,0,0,33,133,0,0,0,6,44,0,NA,NA
"11",100003,"1100003","Mike Honcho",1,11,"11","",9,0,45,20,16,7,2617,6,0,114,899,2,1,11,44,6,7,NA,NA
"14",100022,"1100022","John McBride",1,5,"14","",9,0,45,29,11,4,2631,2,1,92,926,1,1,0,44,6,0,NA,NA
"14",100021,"1100021","Eddy Garcia",1,5,"14","",9,0,7,3,3,0,375,0,0,24,127,0,0,0,6,44,0,NA,NA
"1",100029,"1100029","Jonas Gustavo",1,17,"1","",10,0,44,18,17,9,2684,2,4,137,1036,1,0,15,44,6,7,NA,NA
"1",100013,"1100013","Viari Latypov",1,17,"1","",10,0,6,3,3,0,360,0,0,24,135,0,0,0,6,44,0,NA,NA
"2",100024,"1100024","Brandon Sawyer",1,12,"2","",10,0,43,27,12,4,2627,0,4,111,912,3,0,30,43,7,21,NA,NA
"2",100045,"1100045","Edwin Ask",1,12,"2","",10,0,7,4,3,0,419,0,1,19,149,0,0,0,7,43,0,NA,NA
"2",100024,"1100024","Brandon Sawyer",1,12,"2","",10,1,21,12,5,4,1291,0,0,55,440,1,0,0,21,0,0,NA,NA
"3",100020,"1100020","Craig Whatman",1,15,"3","",10,0,11,1,9,1,633,0,0,54,238,1,0,3,11,39,2,NA,NA
"3",100036,"1100036","Jaska Tillikainen",1,15,"3","139",10,0,20,5,12,3,1207,0,0,73,432,0,0,4,20,0,3,NA,NA
"3",100040,"1100040","Michael McKorsy Jr.",1,15,"3","162",10,0,20,6,10,3,1177,0,1,76,431,0,0,5,19,11,3,NA,NA
"4",100035,"1100035","Janne Helminen",1,8,"4","",10,0,8,0,8,0,378,0,0,57,163,1,0,0,8,42,0,NA,NA
"4",100038,"1100038","Josef Heiss",1,8,"4","",10,0,45,11,29,2,2632,0,1,156,1150,0,0,15,42,8,12,NA,NA
"5",100026,"1100026","Marshall MacPherson",1,14,"40","",10,0,44,27,13,4,2667,2,2,146,956,2,2,12,44,6,11,NA,NA
"5",100042,"1100042","Yehudah Ben-Lev",1,14,"40","",10,0,6,2,4,0,365,0,0,34,144,0,0,3,6,44,3,NA,NA
"5",100026,"1100026","Marshall MacPherson",1,14,"40","",10,1,5,1,3,1,323,0,0,20,128,0,0,0,5,0,0,NA,NA
"6",100034,"1100034","Paul Hurowitz",1,4,"6","",10,0,7,2,4,1,421,0,0,33,151,0,0,0,7,43,0,NA,NA
"6",100028,"1100028","Sven Andersson",1,4,"6","",10,0,43,28,14,1,2587,0,3,111,947,0,0,5,43,7,4,NA,NA
"6",100028,"1100028","Sven Andersson",1,4,"6","",10,1,7,3,3,1,428,0,0,25,163,0,0,0,7,0,0,NA,NA
"7",100033,"1100033","Bob Brown",1,2,"7","",10,0,2,0,1,0,48,0,0,3,13,0,0,0,0,30,0,NA,NA
"7",100027,"1100027","Tom Corcoran",1,2,"7","",10,0,44,38,2,3,2613,32,3,93,916,6,0,10,44,6,9,NA,NA
"7",100041,"1100041","Fabian Fuhrberg",1,2,"7","",10,0,6,2,4,0,359,0,0,29,121,0,1,0,6,14,0,NA,NA
"7",100027,"1100027","Tom Corcoran",1,2,"7","",10,1,13,7,4,2,796,0,0,38,309,4,0,0,13,0,0,NA,NA
"9",100002,"1100002","Ryan Jesster",1,1,"9","",10,0,45,39,3,2,2697,0,4,101,1011,3,0,5,44,6,5,NA,NA
"9",100019,"1100019","Dave Vargo",1,1,"9","",10,0,4,1,3,0,204,0,0,17,72,1,0,0,4,42,0,NA,NA
"9",100044,"1100044","Gregory Thompson",1,1,"9","",10,0,2,1,1,0,121,0,0,9,32,0,0,0,2,2,0,NA,NA
"9",100002,"1100002","Ryan Jesster",1,1,"9","",10,1,12,7,3,2,733,0,0,32,248,2,0,0,12,0,0,NA,NA
"10",100016,"1100016","Eddie Fischermann",1,9,"10","",10,0,5,1,1,3,314,0,0,17,101,0,0,4,5,45,2,NA,NA
"10",100039,"1100218","Charlie Serpe II",1,9,"10","",10,0,45,26,16,3,2705,0,3,130,954,2,1,0,45,0,0,NA,NA
"10",1764,"1100218","Charlie Serpe II",1,9,"10","",10,1,6,2,4,0,363,0,0,26,128,0,0,0,6,0,0,NA,NA
"11",100003,"1100003","Mike Honcho",1,11,"11","",10,0,42,21,16,5,2562,0,2,119,863,5,0,29,42,8,22,NA,NA
"11",100043,"1100043","Noah Robinson",1,11,"11","",10,0,8,2,6,0,480,0,0,38,181,1,0,0,8,42,0,NA,NA
"11",100003,"1100003","Mike Honcho",1,11,"11","",10,1,5,1,4,0,300,0,0,21,114,0,0,0,5,0,0,NA,NA
"12",100011,"1100011","Ajax McFallahan",1,16,"41","",10,0,12,0,12,0,720,0,0,51,246,0,1,0,12,38,0,NA,NA
"12",100036,"1100036","Jaska Tillikainen",1,16,"41","139",10,0,27,3,24,0,1619,0,0,117,655,0,0,0,27,5,0,NA,NA
"12",100040,"1100040","Michael McKorsy Jr.",1,16,"41","162",10,0,11,2,8,1,668,0,0,37,253,0,1,4,11,7,4,NA,NA
"14",100022,"1100022","John McBride",1,5,"14","",10,0,43,28,9,6,2620,2,1,95,982,2,0,29,43,7,21,NA,NA
"14",100021,"1100021","Eddy Garcia",1,5,"14","",10,0,7,2,5,0,420,2,0,31,139,0,0,0,7,43,0,NA,NA
"#N/A",100036,"1100036","Jaska Tillikainen",1,NA,"","",10,0,47,8,36,3,2827,0,0,190,1087,0,0,4,47,5,3,NA,NA
"#N/A",100040,"1100040","Michael McKorsy Jr.",1,NA,"","",10,0,31,8,18,4,1845,0,1,113,684,0,1,9,30,18,7,NA,NA
"1",100044,"1100044","Gregory Thompson",1,17,"1","",11,0,6,0,5,1,321,0,0,29,118,0,0,0,6,44,0,NA,NA
"1",100029,"1100029","Jonas Gustavo",1,17,"1","",11,0,45,25,12,7,2711,0,2,143,1051,3,1,10,44,6,6,NA,NA
"1",100029,"1100029","Jonas Gustavo",1,17,"1","",11,1,14,7,6,1,844,2,1,43,310,0,0,0,14,0,0,NA,NA
"2",100045,"1100045","Edwin Ask",1,12,"2","",11,0,10,7,2,1,604,0,0,33,217,1,0,3,10,40,2,NA,NA
"2",100024,"1100024","Brandon Sawyer",1,12,"2","",11,0,40,31,9,0,2405,2,3,106,919,3,2,3,40,10,3,NA,NA
"2",100024,"1100024","Brandon Sawyer",1,12,"2","",11,1,12,5,5,2,732,0,2,33,272,0,0,0,12,0,0,NA,NA
"3",100020,"1100020","Craig Whatman",1,15,"3","",11,0,6,1,5,0,327,0,0,30,133,0,0,0,6,44,0,NA,NA
"3",100027,"1100027","Tom Corcoran",1,15,"3","",11,0,45,32,11,1,2687,4,3,110,1004,7,0,5,44,6,5,NA,NA
"3",100027,"1100027","Tom Corcoran",1,15,"3","",11,1,7,3,3,1,420,0,0,17,137,0,1,0,7,0,0,NA,NA
"4",100038,"1100038","Josef Heiss",1,8,"4","",11,0,47,24,14,6,2769,2,2,129,1111,0,0,9,44,6,3,NA,NA
"4",100046,"1100046","Danae Morris",1,8,"4","",11,0,6,0,6,0,252,0,0,39,118,0,0,0,6,44,0,NA,NA
"4",100038,"1100038","Josef Heiss",1,8,"4","",11,1,7,3,4,0,420,0,0,18,163,0,0,0,7,0,0,NA,NA
"5",100042,"1100042","Yehudah Ben-Lev",1,14,"40","",11,0,19,6,12,1,1126,2,0,102,449,2,0,3,19,31,2,NA,NA
"5",100026,"1100026","Marshall MacPherson",1,14,"40","",11,0,32,14,13,4,1893,0,0,122,709,1,0,6,31,19,5,NA,NA
"6",100016,"1100016","Eddie Fischermann",1,4,"6","",11,0,9,1,6,2,543,4,0,37,225,0,0,0,9,41,0,NA,NA
"6",100036,"1100036","Jaska Tillikainen",1,4,"6","",11,0,41,7,32,2,2474,2,0,186,1020,0,1,8,41,9,6,NA,NA
"7",100032,"1100032","Samu Viltonen",1,2,"7","",11,0,2,0,2,0,120,0,0,11,37,0,0,0,2,38,0,NA,NA
"7",100028,"1100028","Sven Andersson",1,2,"7","",11,0,44,24,16,4,2658,0,1,138,976,2,1,13,44,6,8,NA,NA
"7",100048,"1100048","Cyan Winters",1,2,"7","",11,0,4,3,1,0,243,0,0,18,101,0,0,0,4,6,0,NA,NA
"7",100028,"1100028","Sven Andersson",1,2,"7","",11,1,15,12,2,1,945,0,0,45,313,2,0,0,15,0,0,NA,NA
"9",100019,"1100019","Dave Vargo",1,1,"9","",11,0,6,0,6,0,360,0,0,32,155,0,0,0,6,44,0,NA,NA
"9",100002,"1100002","Ryan Jesster",1,1,"9","",11,0,44,26,13,5,2678,0,2,137,922,5,0,23,44,6,16,NA,NA
"9",100002,"1100002","Ryan Jesster",1,1,"9","",11,1,19,9,7,3,1163,0,1,53,401,0,0,0,19,0,0,NA,NA
"10",100013,"1100013","Viari Latypov",1,9,"10","",11,0,28,14,13,0,1655,15,0,117,648,0,0,5,28,22,4,NA,NA
"10",100039,"1100218","Charlie Serpe II",1,9,"10","",11,0,22,14,8,0,1317,2,0,79,538,6,0,0,22,7,0,NA,NA
"10",100047,"1100047","Computer Berlin",1,9,"10","",11,0,1,0,1,0,34,0,0,9,9,0,0,0,0,21,0,NA,NA
"10",1764,"467","Charlie Serpe",1,9,"10","",11,1,5,1,3,1,325,0,0,22,126,0,0,0,5,0,0,NA,NA
"11",100041,"1100041","Fabian Fuhrberg",1,11,"11","",11,0,10,0,8,1,579,15,0,52,239,1,0,3,10,40,0,NA,NA
"11",100003,"1100003","Mike Honcho",1,11,"11","",11,0,41,21,16,4,2446,2,0,144,970,6,0,12,40,10,8,NA,NA
"12",100040,"1100040","Michael McKorsy Jr.",1,16,"41","",11,0,45,14,24,6,2701,2,0,185,1100,5,0,2,44,6,2,NA,NA
"12",100034,"1100034","Paul Hurowitz",1,16,"41","172",11,0,6,0,6,0,311,0,0,31,117,0,0,0,6,31,0,NA,NA
"14",100022,"1100022","John McBride",1,5,"14","",11,0,44,34,9,1,2668,2,2,102,1049,3,0,22,44,6,17,NA,NA
"14",100021,"1100021","Eddy Garcia",1,5,"14","",11,0,6,2,2,2,370,0,0,26,154,0,0,4,6,44,0,NA,NA
"#N/A",100034,"1100034","Paul Hurowitz",1,NA,"","",11,0,6,0,6,0,311,0,0,31,117,0,0,0,6,31,0,NA,NA
"1",100044,"1100044","Gregory Thompson",1,17,"1","",12,0,4,0,3,0,192,15,0,9,69,0,1,0,4,13,0,NA,NA
"1",100023,"1100023","Joey Zyla",1,17,"1","",12,0,2,1,1,0,120,0,0,6,52,0,0,0,2,31,0,NA,NA
"1",100029,"1100029","Jonas Gustavo",1,17,"1","",12,0,45,21,17,7,2727,6,4,106,1214,0,2,40,44,6,27,NA,NA
"1",100029,"1100029","Jonas Gustavo",1,17,"1","",12,1,5,1,3,1,312,0,0,12,138,0,0,0,5,0,0,NA,NA
"2",100024,"1100024","Brandon Sawyer",1,12,"2","",12,0,43,28,13,2,2607,19,3,108,1085,0,0,18,43,7,13,NA,NA
"2",100049,"1100049","Takoda DeMarse",1,12,"2","",12,0,8,5,2,0,438,2,0,19,170,0,0,4,7,43,2,NA,NA
"2",100024,"1100024","Brandon Sawyer",1,12,"2","",12,1,18,12,6,0,1090,0,2,48,476,1,0,0,18,0,0,NA,NA
"3",100027,"1100027","Tom Corcoran",1,15,"3","",12,0,44,20,19,5,2667,2,2,113,1149,3,0,33,44,6,24,NA,NA
"3",100013,"1100013","Viari Latypov",1,15,"3","",12,0,6,4,1,1,364,0,1,13,181,1,0,3,6,44,2,NA,NA
"3",100027,"1100027","Tom Corcoran",1,15,"3","",12,1,11,7,3,1,716,0,2,20,277,0,1,0,11,0,0,NA,NA
"4",100038,"1100038","Josef Heiss",1,8,"4","",12,0,42,24,17,1,2551,0,4,95,1181,1,3,19,42,0,16,NA,NA
"4",100016,"1100016","Eddie Fischermann",1,8,"4","",12,0,8,2,5,1,484,0,0,28,216,1,1,2,8,42,0,NA,NA
"4",100038,"1100038","Josef Heiss",1,8,"4","",12,1,5,1,4,0,300,0,0,16,162,0,0,0,5,0,0,NA,NA
"5",100026,"1100026","Marshall MacPherson",1,14,"40","",12,0,28,11,15,2,1691,0,1,83,795,2,1,14,28,22,8,NA,NA
"5",100042,"1100042","Yehudah Ben-Lev",1,14,"40","",12,0,22,11,10,1,1332,0,1,63,609,0,0,2,22,28,2,NA,NA
"6",100046,"1100046","Danae Morris",1,4,"6","",12,0,7,2,4,1,427,2,0,25,206,0,0,3,7,43,3,NA,NA
"6",100052,"1100052","Jaska Tiilikainen",1,4,"6","",12,0,43,13,22,8,2627,2,3,111,1278,4,2,37,43,7,24,NA,1100061
"7",100028,"1100028","Sven Andersson",1,2,"7","",12,0,38,25,13,0,2295,0,4,94,939,2,0,20,38,12,17,NA,1100062
"7",100048,"1100048","Cyan Winters",1,2,"7","",12,0,12,8,4,0,723,0,1,26,271,0,0,2,12,38,2,NA,1100060
"7",100028,"1100028","Sven Andersson",1,2,"7","",12,1,3,0,2,1,188,0,0,14,100,0,0,0,3,2,0,NA,1100064
"7",100048,"1100048","Cyan Winters",1,2,"7","",12,1,2,1,1,0,119,0,0,10,50,0,0,0,2,3,0,NA,1100065
"9",100002,"1100002","Ryan Jesster",1,1,"9","",12,0,39,22,13,4,2372,4,1,97,1021,2,0,28,39,11,21,NA,1100059
"9",100051,"1100051","Mike Verminski",1,1,"9","",12,0,11,5,5,1,667,2,0,35,289,1,0,3,11,39,2,NA,1100063
"9",100002,"1100002","Ryan Jesster",1,1,"9","",12,1,3,0,3,0,180,0,0,10,91,0,0,0,3,1,0,NA,1100003
"10",100003,"1100003","Mike Honcho",1,9,"10","",12,0,44,28,12,4,2660,4,4,92,1089,1,0,13,44,6,8,NA,1100056
"10",100050,"1100050","Jamie Shetler",1,9,"10","",12,0,6,5,1,0,360,2,1,12,155,0,0,0,6,1,0,NA,1100046
"10",100003,"1100003","Mike Honcho",1,9,"10","",12,1,12,7,4,1,722,0,2,28,335,0,0,0,12,0,0,NA,1100058
"11",100043,"1100043","Noah Robinson",1,11,"11","",12,0,9,2,5,2,550,0,0,28,250,1,0,5,9,41,1,NA,1100055
"11",100041,"1100041","Fabian Fuhrberg",1,11,"11","",12,0,41,16,20,5,2490,4,0,119,1169,2,1,17,41,9,10,NA,NA
"12",100034,"1100034","Paul Hurowitz",1,16,"41","",12,0,6,2,3,1,369,2,0,20,215,0,0,9,6,44,5,NA,NA
"12",100045,"1100045","Edwin Ask",1,16,"41","",12,0,44,14,25,5,2668,0,1,123,1183,1,1,21,44,6,16,NA,NA
"14",100022,"1100022","John McBride",1,5,"14","",12,0,44,26,15,3,2675,2,4,89,1067,2,0,30,44,6,23,NA,NA
"14",100021,"1100021","Eddy Garcia",1,5,"14","",12,0,6,5,1,0,359,0,0,16,152,0,0,0,6,44,0,NA,NA
"1",100023,"1100023","Joey Zyla",1,17,"1","",13,0,6,1,4,1,364,0,0,22,139,0,0,6,6,44,3,NA,NA
"1",100029,"1100029","Jonas Gustavo",1,17,"1","",13,0,44,25,15,4,2675,4,5,96,1190,2,0,23,44,6,18,NA,NA
"2",100049,"1100049","Takoda DeMarse",1,12,"2","",13,0,6,4,2,0,365,0,0,21,146,0,0,3,6,44,3,NA,NA
"2",100024,"1100024","Brandon Sawyer",1,12,"2","",13,0,44,25,16,3,2649,0,4,98,1121,1,3,16,44,6,8,NA,NA
"3",100027,"1100027","Tom Corcoran",1,15,"3","",13,0,45,26,12,6,2681,21,11,94,1111,2,0,17,45,5,10,NA,NA
"3",100013,"1100013","Viari Latypov",1,15,"3","",13,0,6,6,0,0,350,0,0,10,150,0,0,0,5,45,0,NA,NA
"4",100016,"1100016","Eddie Fischermann",1,8,"4","",13,0,9,6,2,1,552,0,0,21,197,0,0,5,9,41,3,NA,NA
"4",100038,"1100038","Josef Heiss",1,8,"4","",13,0,41,25,14,2,2504,0,7,89,1049,1,0,28,41,9,21,NA,NA
"5",100042,"1100042","Yehudah Ben-Lev",1,14,"40","",13,0,35,9,20,6,2131,2,0,105,984,2,2,22,35,15,12,NA,NA
"5",100026,"1100026","Marshall MacPherson",1,14,"40","",13,0,15,7,6,2,915,0,1,45,415,2,0,8,15,35,6,NA,NA
"6",100046,"1100046","Danae Morris",1,4,"6","",13,0,5,0,4,1,305,0,0,18,145,1,0,4,5,45,2,NA,NA
"6",100052,"1100052","Jaska Tiilikainen",1,4,"6","",13,0,45,19,22,4,2736,4,2,135,1291,0,0,20,45,5,13,NA,NA
"7",100048,"1100048","Cyan Winters",1,2,"7","",13,0,38,23,11,4,2310,0,4,88,938,2,0,12,38,12,11,NA,NA
"7",100028,"1100028","Sven Andersson",1,2,"7","236",13,0,12,6,6,0,729,0,1,31,331,0,0,8,12,27,6,NA,NA
"9",100002,"1100002","Ryan Jesster",1,1,"9","",13,0,16,8,6,2,968,0,0,55,418,1,0,3,16,34,2,NA,NA
"9",100051,"1100051","Mike Verminski",1,1,"9","",13,0,34,20,11,3,2067,2,2,85,894,0,0,20,34,16,16,NA,NA
"10",100028,"1100028","Sven Andersson",1,9,"10","236",13,0,11,3,8,0,665,0,0,35,289,0,1,4,11,0,3,NA,NA
"10",100043,"1100043","Noah Robinson",1,9,"10","224",13,0,6,5,1,0,365,2,0,13,151,0,0,3,6,33,3,NA,NA
"10",100053,"1100053","Mika Aalto",1,9,"10","",13,0,33,16,10,7,2022,0,0,90,752,1,1,23,33,17,14,NA,NA
"11",100050,"1100050","Jamie Shetler",1,11,"11","",13,0,43,13,25,5,2592,2,3,149,1325,3,2,11,42,8,8,NA,NA
"11",100041,"1100041","Fabian Fuhrberg",1,11,"11","",13,0,8,2,3,2,440,15,0,23,243,1,0,0,8,42,0,NA,NA
"12",100034,"1100034","Paul Hurowitz",1,19,"12","",13,0,4,3,1,0,245,0,1,11,107,0,0,3,4,46,3,NA,1100045
"12",100045,"1100045","Edwin Ask",1,19,"12","",13,0,46,17,22,7,2791,6,4,125,1351,2,1,16,46,4,7,NA,1100050
"14",100003,"1100003","Mike Honcho",1,5,"14","",13,0,6,4,0,2,375,0,0,12,167,1,0,8,6,44,4,NA,1100041
"14",100022,"1100022","John McBride",1,5,"14","",13,0,44,27,13,4,2677,8,6,97,1058,6,2,16,44,6,9,NA,1100064
"#N/A",100043,"1100043","Noah Robinson",1,NA,"","",13,0,6,5,1,0,365,2,0,13,151,0,0,3,6,44,3,NA,1100062
"#N/A",100028,"1100028","Sven Andersson",1,NA,"","",13,0,23,9,14,0,1394,0,1,66,620,0,1,12,23,27,9,NA,1100059
"1",100023,"1100023","Joey Zyla",1,17,"1","",14,0,7,3,4,0,419,0,0,23,189,1,0,0,7,43,0,NA,1100048
"1",100029,"1100029","Jonas Gustavo",1,17,"1","",14,0,43,22,16,5,2617,6,1,112,1187,0,2,28,43,7,23,NA,1100057
"2",100024,"1100024","Brandon Sawyer",1,12,"2","",14,0,44,16,23,5,2670,10,3,116,1209,1,1,11,44,6,8,NA,1100026
"2",100049,"1100049","Takoda DeMarse",1,12,"2","",14,0,6,2,4,0,360,2,2,15,153,0,0,0,6,44,0,NA,1100066
"3",100032,"1100032","Samu Viltonen",1,15,"3","",14,0,6,2,4,0,360,0,0,21,115,0,0,0,6,44,0,NA,1100065
"3",100055,"1100055","Jakub Aittokallio",1,15,"3","",14,0,44,22,18,4,2663,2,1,119,1128,1,3,15,44,6,10,NA,1100043
"4",100016,"1100016","Eddie Fischermann",1,8,"4","",14,0,3,1,2,0,180,2,0,9,61,0,0,0,3,47,0,NA,1100029
"4",100038,"1100038","Josef Heiss",1,8,"4","",14,0,47,29,14,4,2847,8,6,99,1110,3,0,23,47,3,15,NA,NA
"5",100026,"1100026","Marshall MacPherson",1,14,"40","",14,0,34,13,16,4,2058,21,0,98,995,1,1,12,34,16,8,NA,NA
"5",100042,"1100042","Yehudah Ben-Lev",1,14,"40","",14,0,17,7,9,1,981,17,1,39,475,0,0,10,16,34,7,NA,NA
"6",100046,"1100046","Danae Morris",1,4,"6","",14,0,8,2,5,1,480,0,0,27,223,1,0,0,8,42,0,NA,NA
"6",100044,"1100044","Gregory Thompson",1,4,"6","",14,0,32,10,16,6,1948,4,0,95,857,2,1,18,32,0,10,NA,NA
"6",100053,"1100053","Mika Aalto",1,4,"6","261",14,0,10,5,4,1,608,0,0,31,331,0,0,3,10,8,1,NA,NA
"7",100048,"1100048","Cyan Winters",1,2,"7","",14,0,44,28,12,4,2678,4,3,106,1010,1,0,17,44,6,10,NA,NA
"7",100054,"1100054","James Reimer",1,2,"7","",14,0,6,2,4,0,358,2,0,15,162,0,0,0,6,0,0,NA,NA
"9",100028,"1100028","Sven Andersson",1,1,"9","",14,0,22,13,7,2,1327,4,1,55,595,0,0,5,22,23,4,NA,NA
"9",100051,"1100051","Mike Verminski",1,1,"9","",14,0,26,20,5,1,1575,2,3,48,609,1,2,10,26,24,6,NA,NA
"9",100002,"1100002","Ryan Jesster",1,1,"9","",14,0,2,0,2,0,120,2,0,10,51,0,0,0,2,3,0,NA,NA
"10",100052,"1100052","Jaska Tiilikainen",1,9,"10","",14,0,44,21,19,4,2660,6,4,107,1169,3,3,12,44,6,7,NA,NA
"10",100053,"1100053","Mika Aalto",1,9,"10","261",14,0,6,4,1,1,361,0,0,19,156,0,0,0,6,26,0,NA,NA
"11",100041,"1100041","Fabian Fuhrberg",1,11,"11","",14,0,6,4,2,0,325,0,0,19,153,0,0,3,6,44,2,NA,NA
"11",100050,"1100050","Jamie Shetler",1,11,"11","",14,0,45,23,16,5,2716,6,2,121,1149,1,0,20,44,6,14,NA,NA
"12",100045,"1100045","Edwin Ask",1,19,"12","",14,0,40,23,15,2,2424,4,4,99,1072,2,2,12,40,10,8,NA,NA
"12",100013,"1100013","Viari Latypov",1,19,"12","",14,0,10,4,5,1,614,0,0,28,318,0,1,13,10,40,10,NA,NA
"14",100003,"1100003","Mike Honcho",1,5,"14","",14,0,6,1,3,2,364,0,1,15,170,0,0,0,6,44,0,NA,NA
"14",100056,"1100056","Lauris Prikulis",1,5,"14","",14,0,44,23,18,3,2664,6,4,121,1117,0,1,10,44,6,6,NA,NA
"#N/A",100053,"1100053","Mika Aalto",1,NA,"","",14,0,16,9,5,2,969,0,0,50,487,0,0,3,16,34,1,NA,NA
"1",100029,"1100029","Jonas Gustavo",1,17,"1","",15,0,33,16,15,2,1990,2,2,86,865,0,1,6,33,17,4,NA,NA
"1",100065,"1100065","Jordin FourFour",1,17,"1","",15,0,17,9,4,4,1044,0,1,39,419,2,0,16,17,4,10,NA,NA
"2",100062,"1100062","Eric White",1,12,"2","",15,0,26,4,19,3,1568,0,1,100,869,2,1,8,26,24,6,NA,NA
"2",100064,"1100064","Sergei Bobrovsky",1,12,"2","",15,0,1,1,0,0,60,0,1,0,21,0,0,0,1,1,0,NA,NA
"2",100063,"1100063","Manny Bloom",1,12,"2","",15,0,23,10,12,1,1393,4,3,64,716,0,0,13,23,25,11,NA,NA
"3",100055,"1100055","Jakub Aittokallio",1,15,"3","",15,0,40,32,5,3,2441,2,3,76,1013,2,0,32,40,5,23,NA,NA
"3",100058,"1100058","Blowjob Jesus",1,15,"3","",15,0,10,6,2,2,624,0,0,24,230,1,0,13,10,29,10,NA,NA
"4",100016,"1100016","Eddie Fischermann",1,8,"4","",15,0,34,9,23,2,2062,2,2,95,942,2,1,15,34,16,14,NA,NA
"4",100061,"1100061","Anthony Tremayne",1,8,"4","",15,0,16,1,14,1,968,0,1,53,511,1,0,6,16,34,4,NA,NA
"5",100026,"1100026","Marshall MacPherson",1,20,"5","",15,0,27,12,12,3,1638,0,2,74,701,2,0,14,27,23,10,NA,NA
"5",100042,"1100042","Yehudah Ben-Lev",1,20,"5","",15,0,23,9,9,5,1401,2,2,55,663,0,1,14,23,27,9,NA,NA
"6",100057,"1100057","Jermaine Tennyson",1,4,"6","",15,0,3,2,1,0,180,0,1,5,79,0,0,0,3,0,0,NA,NA
"6",100060,"1100060","C.J. James",1,4,"6","",15,0,6,4,2,0,359,0,0,13,147,0,0,0,6,41,0,NA,NA
"6",100059,"1100059","Urijah Winnfield",1,4,"6","",15,0,41,18,20,3,2502,2,0,124,1123,0,3,28,41,9,23,NA,NA
"7",100054,"1100054","James Reimer",1,2,"7","",15,0,44,26,10,7,2625,19,6,88,1030,1,3,26,44,6,17,NA,NA
"7",100048,"1100048","Cyan Winters",1,2,"7","",15,0,7,4,2,1,425,0,1,17,208,1,0,2,6,44,1,NA,NA
"9",100051,"1100051","Mike Verminski",1,1,"9","",15,0,42,19,18,5,2573,4,3,112,1179,0,0,38,42,8,28,NA,NA
"9",100046,"1100046","Danae Morris",1,1,"9","",15,0,8,5,3,0,480,0,0,23,185,0,0,0,8,42,0,NA,1100053
"10",100038,"1100038","Josef Heiss",1,9,"10","",15,0,37,29,6,2,2235,2,5,78,917,3,0,12,37,13,7,NA,1100041
"10",100052,"1100052","Jaska Tiilikainen",1,9,"10","",15,0,13,6,7,0,778,4,1,36,330,0,1,0,13,37,0,NA,1100059
"11",100024,"1100024","Brandon Sawyer",1,11,"11","",15,0,40,17,18,5,2423,0,2,97,955,1,1,19,40,10,9,NA,1100054
"11",100050,"1100050","Jamie Shetler",1,11,"11","",15,0,10,3,6,1,604,0,0,26,277,1,1,6,10,40,4,NA,1100071
"12",100013,"1100013","Viari Latypov",1,19,"12","",15,0,7,4,3,0,386,0,0,24,144,1,0,0,6,44,0,NA,1100070
"12",100045,"1100045","Edwin Ask",1,19,"12","",15,0,44,32,10,1,2633,17,6,93,1167,1,0,10,44,6,8,NA,1100056
"14",100003,"1100003","Mike Honcho",1,5,"14","",15,0,6,3,1,2,375,0,0,13,168,0,0,13,6,44,9,NA,1100051
"14",100056,"1100056","Lauris Prikulis",1,5,"14","",15,0,44,19,20,5,2678,2,2,118,1203,1,0,30,44,6,16,NA,1100055
"15",100202,"1100051","Swagger Jagger",2,NA,"46","",15,0,4,1,0,0,119,0,0,4,55,1,0,3,0,40,3,NA,1100045
"15",100066,"1100052","Dustin Rose",2,NA,"46","",15,0,40,14,23,2,2300,2,1,119,1220,1,3,12,40,0,9,NA,1100050
"17",100065,"1100016","Jordin FourFour",2,NA,"17","",15,0,25,12,10,3,1470,2,1,75,713,0,0,13,25,6,8,NA,1100060
"17",100067,"1100029","Milo Ethier",2,NA,"17","",15,0,17,10,4,1,954,0,0,48,505,1,0,2,15,25,1,NA,1100069
"19",100204,"1100049","Greg Goldberg",2,NA,"15","",15,0,5,0,1,0,138,0,0,9,71,0,0,0,0,40,0,NA,1100059
