Player Name,Row Labels,Count of Season,GP,G,A,P,plusMinus,PIM,HIT,HTT,SHT,SB,MP,PPG,PPA,PPP,PPS,PPM,PKG,PKA,PKP,PKS,PKM,GWG,GTG,FOT,ENG,HT,PSG,PSA,FW,FL,FD,FOWQ,,
Brian Burke,3,17,2,4,6,4,30,,28,,30,,,18,,,,,,,,,,,,,,,,,,,,0,0,0
Buck Maverick,2,14,2,3,5,2,4,0,10,18,11,3,4,19,244,0,0,0,0,0,0,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0
C.T. Carragher,2,21,2,8,10,3,4,,17,,17,,,7,305.65,0,0,0,,1.95,0,0,0,,0,0,,249,,,,,0,0,0,2
Caelan Fearghal,8,74,2,23,25,-12,46,0,122,69,34,5,11,114,1443,0,2,2,8,47,0,0,0,0,165,0,0,0,0,0,0,0,0,0,,6
Callum MacElroy,2,18,2,0,2,-10,10,0,15,4,5,0,1,13,281,0,0,0,0,9,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0
Carl Racki,1,10,2,3,5,4,27,,26,,18,,,2,,,,,,,,,,,,,,,,,,,,0,0,0
Carter Manning,6,41,2,9,11,-12,6,0,28,37,66,12,54,9,500,0,3,3,7,30,0,0,0,0,11,0,0,196,0,0,0,0,0,0,0,0
Charlie Serpe,8,92,2,28,30,8,47,5,62,25,106,10,30,145,1634.8,1,1,2,16,76.36666667,0,1,1,0,96.28333333,0,0,0,0,0,0,0,0,0,0,0
Chris Crutchfield,6,41,2,20,22,-16,30,0,69,64,65,0,0,76,1067,1,4,5,33,112,0,0,0,2,124,0,0,0,0,0,0,0,0,1,2,0
Clayton Goode,5,68,2,14,16,9,48,0,93,23,10,0,0,48,889,1,1,2,5,41,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
Connor Blackwell,3,41,2,13,15,-7,43,15,72,67,53,10,43,5,624,0,0,0,1,2,0,0,0,1,16,0,0,705,0,0,0,0,1,0,0,49
Corey Tripp,2,11,2,4,6,1,2,0,26,9,34,0,0,0,250,0,0,0,3,30,0,0,0,0,25,0,0,20,0,0,0,0,0,0,0,0
Cynthia Taylor,6,71,2,46,48,7,89,5,300,107,43,0,0,125,1985,1,7,8,27,173,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0
Damian Littleton,4,39,2,12,14,-9,57,,50,,95,,,50,,,,,,,,,,,,,,,,,,,,,,
Danila Zhernov,2,36,2,4,6,7,2,,29,,21,,,9,438.75,0,0,0,,0,0,1,1,,18.66666667,2,,0,,,,,0,0,0,27
Darnell Johnson,7,72,2,12,14,-3,60,5,125,7,61,1,3,139,1196.583333,0,0,0,1,2.1,0,0,0,0,53.7,0,0,0,0,0,0,0,0,,,
DarryL Landry,6,62,2,6,8,-8,6,0,16,11,12,0,0,24,298,1,3,4,7,50,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
Delver Fudgeson,1,19,2,5,7,2,2,,17,,61,,,51,389.0166667,0,0,0,,0.05,0,0,0,,7.9,0,,0,,,,,0,0,0,163
Ethan Duncan,2,10,2,4,6,-4,0,,11,,32,,,9,225.7666667,1,1,2,,13.61666667,0,0,0,,9.783333333,0,,214,,,,,0,0,,111
Ethan Price,2,11,2,6,8,-5,0,,5,,21,,,14,252.5666667,0,1,1,,12.88333333,0,0,0,,6.2,1,,7,,,,,0,1,1,38
Ethan Ross,4,37,2,9,11,0,4,0,9,19,21,6,13,40,575.6833333,0,0,0,0,2.9,0,0,0,0,30.26666667,0,0,65,0,0,0,0,0,0,0,365
Gabriel DuJardin,5,35,2,11,13,9,32,0,54,31,16,0,0,44,702,1,1,2,7,51,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0
Gabriel Fortescue,3,28,2,5,7,-3,33,,48,,32,,,60,,,,,,,,,,,,,,,,,,,,,,
George Costanza,2,18,2,0,2,-12,2,0,8,10,20,0,0,0,205,0,0,0,0,1,0,0,0,0,19,0,0,80,0,0,0,0,0,0,0,0
Harvey Danger,2,28,2,11,13,5,21,5,57,39,40,13,31,39,639,1,1,2,15,77,0,0,0,2,61,0,0,0,0,0,0,0,1,0,0,1
Hoyt Harper,2,12,2,0,2,-2,0,0,0,4,9,0,0,0,125,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1067
Issa Khan Jr.,1,6,2,0,2,0,4,0,2,4,9,0,0,1,85,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
Ivan Maximus,5,23,2,7,9,-13,14,,8,,37,,,35,479.7833333,0,0,0,,17.25,0,0,0,,9.566666667,0,,354,,,,,0,0,0,1
Jackson Hauke,3,17,2,6,8,1,26,0,61,14,26,0,0,5,323,1,0,1,4,30,0,0,0,0,10,1,0,22,0,0,0,0,0,0,0,14
Jakub Trocheck,7,59,2,14,16,-12,50,20,54,34,35,11,29,62,925,0,2,2,4,48,1,0,1,1,59,1,0,1,0,0,0,0,0,0,0,151
James Ronlain,2,24,2,2,4,-4,0,0,8,0,13,0,0,4,112.5833333,0,0,0,0,2.033333333,0,0,0,0,12.18333333,0,0,16,0,0,0,0,0,0,0,128
Jamie Campagiorni,1,6,2,2,4,-3,11,,13,,23,,,3,,,,,,,,,,,,,,,,,,,,0,0,0
Jon Tellofsen,5,45,2,6,8,-4,18,0,28,12,7,5,4,24,398,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Jrue Harden,2,22,2,1,3,-5,0,0,3,13,19,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
Jukka Timonen,4,25,2,2,4,-4,4,,23,,33,,,25,392.6,0,0,0,,6.45,0,0,0,,5.866666667,1,,0,,,,,0,0,0,371
Keith Doughty,4,32,2,5,7,0,6,0,34,16,15,0,0,24,526,0,0,0,1,32,0,0,0,0,39,0,0,0,1,0,0,0,0,0,0,0
Kenny Creller,4,33,2,9,11,-5,8,,25,,59,,,7,612.2,0,0,0,,1.616666667,0,0,0,,18.61666667,0,,205,,,,,0,,,
Kristoffer Svensson,6,57,2,15,17,-3,4,0,27,56,56,22,52,4,508,0,0,0,0,2,0,0,0,0,4,0,0,428,0,0,0,0,0,0,0,130
Logan Burns,1,10,2,0,2,1,0,,7,,16,,,1,,,,,,,,,,,,,,,,,,,,0,0,1
Lord Preston Stanley,1,11,2,1,3,-3,9,,9,,6,,,2,,,,,,,,,,,,,,,,,,,,0,0,2
Luke Valentine,1,6,2,1,3,1,5,,17,,16,,,3,,,,,,,,,,,,,,,,,,,,0,1,0
Mariusz Kwik,2,25,2,8,10,6,16,0,35,13,17,0,0,23,608,1,1,2,9,84,0,0,0,0,62,0,0,0,0,0,0,0,0,0,,6
Marlo Stanfield,3,21,2,4,6,9,27,5,33,20,23,0,0,28,426,1,1,2,8,58,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0
Martins Daugavins,4,39,2,18,20,-13,46,20,60,75,44,0,0,61,907,0,5,5,34,134,0,1,1,0,130,1,0,0,0,0,0,0,1,0,0,46
Mattias Enqvist,5,34,2,3,5,-12,10,10,7,36,38,8,26,5,525,1,0,1,1,30,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,1
Michael Gerrard,2,12,2,3,5,-4,4,0,9,18,41,0,0,8,304,1,0,1,4,28,0,0,0,1,12,0,0,22,0,0,0,0,0,0,0,1
Mikey Broomfield,3,32,2,6,8,-3,45,,28,,70,,,33,,,,,,,,,,,,,,,,,,,,0,0,0
Moosejaw Boudreau,4,42,2,4,6,-1,46,20,25,11,10,0,0,26,393,0,0,0,3,8,0,1,1,0,48,1,0,0,0,0,0,0,0,0,0,0
Noah Gallagher,2,24,2,1,3,-1,14,0,45,24,27,4,16,3,372,0,0,0,0,7,0,0,0,0,5,0,0,31,0,0,0,0,0,0,0,225
Nolan Angello,2,10,2,4,6,-2,0,0,1,11,29,0,0,3,176,0,1,1,5,18,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0,10
OJ Simpson,3,39,2,15,17,10,14,0,49,21,26,0,0,25,529,1,3,4,14,71,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0
Oscar Hjalmarsson,2,9,2,0,2,-5,6,0,20,6,7,0,0,8,144,1,0,1,4,13,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,14
Pavel Koradek,1,6,2,0,2,-3,13,,6,,11,,,3,,,,,,,,,,,,,,,,,,,,3,1,467
Pierre-John Bottoms,2,11,2,1,3,-3,9,,22,,15,,,1,,,,,,,,,,,,,,,,,,,,0,0,125
Piotr Horvat,5,41,2,8,10,-2,6,,77,,63,,,58,817.6666667,0,0,0,,18.26666667,0,0,0,,29.35,0,,0,,,,,0,0,0,0
Prince Devitt,9,89,2,13,15,-11,22,0,92,13,50,1,1,88,1187.05,0,0,0,0,5,0,0,0,0,73.78333333,0,0,0,0,0,0,0,0,1,0,9
Raquel Castillo Gutierrez,2,20,2,5,7,-2,0,0,14,8,39,5,15,1,334.45,0,0,0,0,3.75,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,0
Rayne Summers,3,16,2,1,3,0,12,0,20,6,9,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
Reginald Howard,2,12,2,4,6,-8,4,0,27,6,25,0,0,4,186,0,2,2,2,15,0,0,0,0,4,0,1,11,0,0,0,0,0,0,0,0
Sachimo Zoidberg Jr.,2,17,2,0,2,1,0,0,9,5,4,2,1,7,177,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7
Sam Samsinov,3,41,2,10,12,-2,13,5,29,31,47,0,0,9,634,1,2,3,9,95,0,0,0,1,35,0,0,35,0,0,0,0,0,0,0,2
Sasha Dangelchek,2,11,2,2,4,-11,0,,17,,10,,,8,171,0,0,0,,0,0,0,0,,0.25,0,,10,,,,,0,1,3,777
Scott Stevens,2,19,2,3,5,2,20,,37,,40,,,26,,,,,,,,,,,,,,,,,,,,0,0,0
Sergei Zherdev,1,21,2,12,14,0,6,0,8,22,19,0,0,15,432,2,2,4,11,48,0,1,1,0,62,1,0,0,0,0,0,0,0,0,0,107
Simeon Mars III,4,54,2,9,11,2,68,10,122,43,13,0,0,38,903,0,0,0,0,2,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,368
Sterling Knight,2,13,2,2,4,1,6,0,26,14,43,0,0,0,224,0,0,0,3,15,0,0,0,0,0,1,0,15,0,0,0,0,0,0,2,0
Taylor Stach,2,14,2,2,4,-3,0,,16,,38,,,0,,,,,,,,,,,,,,,,,,,,0,0,3
Toki Wartooth,6,61,2,14,16,-6,20,0,104,36,26,0,0,90,1073.316667,1,2,3,6,38,0,0,0,1,94.3,1,0,0,0,0,0,0,0,0,0,2
Trevor Smith,1,5,2,1,3,1,0,,6,,16,,,2,,,,,,,,,,,,,,,,,,,,0,1,30
Ty Justice,9,60,2,12,14,-13,55,15,104,36,35,2,6,72,1202,0,2,2,14,81,0,0,0,1,104,0,1,0,0,0,0,0,0,0,0,7
Tyler Hartman,3,28,2,5,7,1,22,0,47,18,9,0,0,25,445,0,0,0,3,28,0,0,0,0,45,2,0,0,0,0,0,0,0,,,
Ursin Zimmermann,1,19,2,3,5,-1,0,,14,,35,,,27,360.7333333,0,0,0,,7.966666667,0,0,0,,19.26666667,0,,0,,,,,0,0,0,12
Valdas Kremer,2,15,2,3,5,-2,17,,22,,40,,,5,,,,,,,,,,,,,,,,,,,,0,0,0
Yannick Berger,6,43,2,5,7,-12,7,5,21,34,32,18,33,4,463,0,0,0,3,30,0,0,0,0,7,0,0,446,0,0,0,0,0,0,3,169
Yuriy Starkonov,1,13,2,4,6,3,2,0,30,10,28,0,0,2,256,0,1,1,4,35,0,0,0,0,0,0,1,15,0,0,0,0,0,0,1,0
Zac Goonathan,2,11,2,1,3,-2,14,,24,,29,,,5,,,,,,,,,,,,,,,,,,,,,,
Zach Dooley,2,18,2,1,3,-5,17,,35,,31,,,2,,,,,,,,,,,,,,,,,,,,1,6,788
Nicolas Couturier,1,5,2,1,3,0,7,,12,,9,,,3,,,,,,,,,,,,,,,,,,,,0,0,0
Kwame Dakari,2,10,2,0,2,-8,2,,1,,11,,,10,155.4333333,0,0,0,,1.15,0,0,0,,5.716666667,1,,12,,,,,0,1,0,572
Mack Daddy,2,11,2,2,4,-6,4,,25,,17,,,6,190.1166667,0,0,0,,0,0,0,0,,0.25,0,,13,,,,,0,0,0,335
Mats Marner,3,17,2,3,5,-19,4,,19,,43,,,4,338.05,1,2,3,,9.816666667,0,0,0,,0.633333333,0,,0,,,,,0,0,0,15
Leonids Balzams,1,5,2,0,2,-5,2,,3,,7,,,8,117.6666667,0,0,0,,2.833333333,0,0,0,,2.433333333,0,,0,,,,,0,0,,0
Jason Desrouleaux,2,22,2,5,7,1,10,,11,,33,,,5,380.8833333,0,0,0,,0.75,0,0,0,,5.916666667,0,,1,,,,,0,0,0,0
Jonas Kahnwald,2,12,2,2,4,-5,0,,10,,27,,,6,210.6,0,0,0,,1.8,0,0,0,,9.716666667,0,,0,,,,,0,0,0,0
Rikard Bjerg,2,13,2,4,6,-5,6,,31,,16,,,44,292.2166667,1,1,2,,9.1,0,0,0,,18.15,0,,0,,,,,0,0,0,6
Chimkin Wing,1,19,2,7,9,-2,4,,2,,35,,,5,365.1666667,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,0,0,0
KnockedOut ByOvechkin,1,10,2,2,4,-2,4,,15,,20,,,11,187.8833333,0,0,0,,0,0,0,0,,13.65,1,,66,,,,,0,0,0,514
Evangelos Giannopoulos,1,11,2,1,3,6,0,,14,,20,,,10,209.6166667,0,0,0,,0,0,0,0,,4.583333333,1,,0,,,,,0,0,0,560
Kev Kevens,1,6,2,5,7,1,4,,7,,12,,,7,125.85,0,0,0,,1.85,0,0,0,,4.416666667,1,,10,,,,,0,0,1,1186
Daedalus James,1,6,2,0,2,0,0,,7,,5,,,5,112.3166667,0,0,0,,0,0,0,0,,5.6,0,,95,,,,,0,,,
Abdullah Muhammed Jabir,2,21,1,6,7,-1,21,,36,,39,,,24,,,,,,,,,,,,,,,,,,,,0,0,0
Abel Skinner,3,21,1,3,4,-5,0,,19,,36,,,22,413.4666667,1,0,1,,17.36666667,0,0,0,,12.66666667,0,,0,,,,,0,0,0,41
Adam Abodobe,3,34,1,3,4,-1,4,0,8,16,18,0,0,2,258,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,25
Alens Paurs,3,39,1,6,7,-8,6,0,1,18,7,0,0,16,385,0,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,52
Alex Bourque,1,12,1,5,6,10,5,,18,,41,,,26,,,,,,,,,,,,,,,,,,,,0,,0
Alex Kachur,3,26,1,8,9,-9,47,,61,,62,,,37,,,,,,,,,,,,,,,,,,,,0,0,0
Alexander Cattermole,3,30,1,6,7,-1,47,,56,,43,,,36,,,,,,,,,,,,,,,,,,,,0,1,1381
Alexander Charlyb'y,3,25,1,1,2,-1,2,0,16,28,20,0,0,1,310,0,0,0,0,0,0,0,0,0,16,0,0,358,0,0,0,0,0,0,0,0
Alexander Kj?rberg,1,5,1,2,3,0,0,0,5,9,6,0,0,0,106,0,0,0,0,11,0,0,0,0,1,1,0,128,0,0,0,0,0,0,1,33
Alexei Rykov,1,7,1,1,2,-3,2,,4,,12,,,2,134.45,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,0,0,443
Ambacas Cuddles,1,5,1,1,2,-8,4,,9,,6,,,17,100.2,0,0,0,,1.333333333,0,0,0,,1.85,0,,0,,,,,0,0,1,0
Anatoly Yanovich,1,4,1,0,1,0,0,0,0,2,1,0,0,0,20,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
Andrei Petrikov,1,4,1,3,4,0,2,0,8,3,9,1,11,2,73,0,1,1,1,9,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0
Andrey Barbashev II,2,12,1,3,4,-4,0,,8,,9,,,1,178.2833333,0,0,0,,0,0,0,0,,12.61666667,0,,7,,,,,0,0,0,0
Backdoor Barnacle,4,48,1,0,1,0,0,0,1,0,1,0,0,1,21,1,0,1,1,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Barnabas Hoff,1,5,1,0,1,2,2,0,5,15,9,0,0,0,113,0,0,0,1,16,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0
Bernik Vrzala,11,92,1,24,25,2,85,5,131,48,47,2,12,130,1567.1,0,0,0,0,8.85,0,0,0,0,113.95,0,0,0,0,0,0,0,0,0,0,115
Blake Battle,2,18,1,0,1,-4,0,0,16,6,4,0,0,12,170,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
Bobby Ryan,1,12,1,0,1,2,4,,15,,11,,,1,,,,,,,,,,,,,,,,,,,,0,0,207
Brendan Gibbon,3,40,1,2,3,-1,17,5,24,12,13,0,0,2,217,0,0,0,0,0,0,0,0,0,26,0,0,45,0,0,0,0,0,0,0,0
Brett Jones,2,13,1,2,3,4,12,0,6,3,1,1,0,13,110,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Buddy Christ,1,2,1,0,1,-2,0,0,0,2,6,0,0,1,38,0,0,0,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37
Buddy Thomas,1,11,1,0,1,0,4,0,6,5,7,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Byron Knox,1,7,1,1,2,-2,0,0,12,5,3,0,0,5,146,1,1,2,1,15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,53
Caleb Reay,1,11,1,3,4,1,14,0,15,1,2,0,0,8,138,1,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0
Casper Jakobsson,4,59,1,2,3,0,2,0,13,14,22,0,0,0,189,0,0,0,0,0,0,0,0,0,2,1,0,202,0,0,0,0,0,0,0,1
Charlie Winchester,3,43,1,9,10,17,16,0,32,15,19,0,0,32,648,0,0,0,1,4,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,4
Chris Elwell,1,16,1,3,4,2,4,,13,,11,,,3,,,,,,,,,,,,,,,,,,,,1,2,0
Chris Welch,3,45,1,0,1,0,2,0,10,5,12,0,0,0,212,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,2
Christophe Bourgeois,1,5,1,0,1,-4,2,0,1,4,8,0,0,1,71,1,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"Clyde ""Shadow"" Arrowny",3,43,1,8,9,-6,11,5,62,35,25,0,0,16,662,0,0,0,0,0,0,0,0,0,36,0,0,14,0,0,0,0,0,0,0,2
Corporal Asstronaut,1,11,1,0,1,0,0,0,3,3,6,0,0,0,79,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,,,
Craig Iginla,3,21,1,1,2,-2,0,0,4,6,9,0,0,0,251,1,0,1,1,30,0,0,0,0,19,0,0,39,0,0,0,0,0,0,0,0
Danglee Ciddzz,3,16,1,0,1,-3,2,0,7,7,14,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12
Daniel Bischoff,2,23,1,4,5,-4,6,,16,,31,,,11,410.35,0,0,0,,1.466666667,0,0,0,,4.95,0,,11,,,,,0,,,
Danny Foster,5,61,1,26,27,0,176,40,158,62,46,6,18,66,1185,1,7,8,20,95,0,0,0,0,88,0,0,0,0,0,0,0,4,0,0,0
Danny Sexbang,1,12,1,0,1,-1,14,0,14,1,3,0,0,2,106,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,,,
David Webb,4,43,1,2,3,-7,10,10,4,12,16,0,0,3,255,0,0,0,0,2,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,1552
Derek Bohne Jr.,5,39,1,7,8,-4,14,0,45,11,11,3,8,38,547.2,0,0,0,0,2.033333333,0,0,0,0,9.233333333,0,0,0,0,0,0,0,0,,,
Dwight Knight,1,5,1,3,4,-3,0,,4,,10,,,1,101,0,0,0,,0.933333333,0,0,0,,2.766666667,0,,94,,,,,0,0,0,656
Edgar Marcco,4,42,1,1,2,5,235,,66,,38,,,59,,,,,,,,,,,,,,,,,,,,,,
Erik Nilsson,1,18,1,3,4,0,12,0,24,8,7,0,0,6,267,0,0,0,0,6,0,0,0,0,30,1,0,0,0,0,0,0,0,0,1,0
Eugene Feist,3,23,1,1,2,-5,2,0,14,13,13,0,0,1,215,0,0,0,0,15,0,0,0,1,9,0,0,80,0,0,0,0,0,0,0,15
Fife Gibbs,5,34,1,10,11,-3,40,0,61,31,16,0,0,32,636,1,0,1,7,20,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0
Frederick Wanesly,1,10,1,2,3,-3,0,,7,,17,,,7,145.45,0,0,0,,0,0,0,0,,4.266666667,0,,124,,,,,0,1,1,188
Fredrik Zavstrom,1,11,1,0,1,-6,2,0,3,5,3,0,0,2,167,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
Gilmore Tuttle,3,22,1,0,1,1,20,0,32,8,12,2,7,25,355,0,0,0,2,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
Henrik Lekberg Osterman,3,32,1,10,11,-8,4,0,25,1,42,0,2,39,357.1,1,3,4,0,27.63333333,0,0,0,0,17.2,1,0,312,0,0,0,0,0,0,0,0
Hermione Granger,3,40,1,1,2,-2,0,0,2,12,8,0,0,0,167,0,0,0,0,0,0,0,0,0,2,0,0,156,0,0,0,0,0,0,0,32
Herry Morris IV,1,6,1,0,1,1,2,0,9,1,6,2,9,0,77,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
Heywood Jablome,1,6,1,0,1,1,0,,1,,2,,,4,,,,,,,,,,,,,,,,,,,,0,0,0
Isabella Esparza-Osvaldson,4,31,1,1,2,-4,6,0,9,29,22,0,0,3,305,0,0,0,1,14,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
Jackie Lee,4,39,1,2,3,0,17,5,19,17,20,0,0,1,221,0,0,0,0,0,0,0,0,0,0,1,0,129,0,0,0,0,0,0,0,994
Jackson Spruill,2,11,1,1,2,-3,6,0,30,17,14,0,0,3,162,0,0,0,0,0,0,0,0,0,16,0,0,9,0,0,0,0,0,0,0,235
Jaden Button,2,11,1,0,1,-1,0,0,0,4,8,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0
Jakob Hamr,2,12,1,1,2,-13,0,,25,,10,,,24,191.0166667,0,0,0,,1.633333333,0,0,0,,7.15,0,,0,,,,,0,0,0,0
Jardy Bunclewirth,2,12,1,5,6,-6,34,,38,,25,,,17,,,,,,,,,,,,,,,,,,,,0,0,0
Jared Fiumara,1,10,1,2,3,1,6,,4,,9,,,0,,,,,,,,,,,,,,,,,,,,0,0,318
Jean-Pierre Gay,3,29,1,1,2,-9,20,0,49,9,3,3,1,19,275,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,2,5,95
Jean-Pierre Leroux,3,35,1,3,4,2,10,0,30,34,16,0,0,3,569,0,0,0,0,2,0,0,0,0,9,1,0,31,0,0,0,0,0,0,0,0
Jed Hackert,2,15,1,5,6,-3,6,0,4,12,11,0,0,4,267,0,1,1,0,19,0,0,0,1,20,0,1,0,0,0,0,0,0,0,1,60
Jeffrey Howard,2,12,1,0,1,1,16,,22,,2,,,1,,,,,,,,,,,,,,,,,,,,0,0,27
Joe Boyer,1,10,1,2,3,-2,0,,4,,20,,,0,,,,,,,,,,,,,,,,,,,,0,0,0
Joe Duncombe,3,31,1,3,4,-5,46,,51,,64,,,10,,,,,,,,,,,,,,,,,,,,0,0,0
Joel Westbrook,2,10,1,6,7,-6,2,0,22,13,22,0,0,17,258,0,1,1,9,28,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,357
John Anderson,3,21,1,4,5,-7,6,0,10,25,21,0,0,3,238,0,1,1,3,13,0,0,0,0,0,0,0,216,0,0,0,0,0,2,3,0
John Falkirk,1,12,1,9,10,5,33,,34,,34,,,2,,,,,,,,,,,,,,,,,,,,,,
John Wick,1,14,1,2,3,1,5,5,4,2,5,0,0,1,83,0,0,0,0,4,0,0,0,0,1,0,0,36,0,0,0,0,0,0,0,1
Joln DuBolk,4,52,1,10,11,3,34,0,83,27,50,13,25,77,958.4666667,0,2,2,16,54.3,0,0,0,0,87.55,0,0,0,0,0,0,0,0,0,1,5
Jon Maxfield,2,19,1,2,3,-6,15,,25,,18,,,32,,,,,,,,,,,,,,,,,,,,0,0,2
Jordan Hall,1,7,1,3,4,0,2,0,17,10,15,0,0,1,153,1,0,1,4,19,0,0,0,1,16,0,0,181,0,0,0,0,0,0,0,0
Joshua Simmons,1,6,1,1,2,0,13,,5,,17,,,0,,,,,,,,,,,,,,,,,,,,0,0,46
Kari Kekkonen,2,9,1,0,1,-5,4,0,13,1,2,0,0,7,142,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,10
Karl Hertzberg,7,78,1,0,1,-2,0,0,4,1,7,0,0,1,130,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
Kaspars Tsizling,4,46,1,13,14,4,104,20,137,61,20,0,0,49,980,1,2,3,8,20,0,0,0,0,173,0,0,0,0,0,0,0,1,0,0,0
Kenji Yoshimura,3,26,1,6,7,4,0,0,8,28,23,11,19,2,278,0,0,0,0,1,0,0,0,0,3,0,0,293,0,0,0,0,0,0,0,0
Khan Smeb,4,28,1,6,7,-3,8,0,20,3,8,1,3,24,228.9666667,0,0,0,0,2,0,0,0,0,4.733333333,0,0,1,0,0,0,0,0,2,0,1254
Kjell Eide,2,18,1,4,5,-4,0,0,15,29,19,0,0,2,241,0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,1
Kri?s Labsvards,7,73,1,13,14,-1,11,5,7,18,27,0,0,37,560,1,1,2,12,32,0,0,0,1,90,0,0,0,0,0,0,0,0,,,
Lars Slinger,5,49,1,1,2,-4,2,0,7,12,23,0,0,0,432,0,0,0,1,22,0,0,0,0,10,1,0,17,0,0,0,0,0,,,
Lillie Jacobs,2,8,1,2,3,1,0,0,27,4,18,3,12,3,110,0,0,0,0,0,0,0,0,1,15,0,0,4,0,0,0,0,0,0,0,0
Magnus Liljestrom,3,27,1,7,8,-14,6,,18,,60,,,46,588.3666667,0,2,2,,40.05,0,0,0,,14.95,0,,0,,,,,0,1,1,238
Marc Leclerc,4,48,1,11,12,-5,41,5,58,22,24,0,4,32,653,1,2,3,5,47,0,1,1,0,51,0,0,0,0,0,0,0,0,0,0,397
Marek Vyskoc,3,41,1,7,8,4,4,0,10,24,26,0,0,1,506,0,0,0,1,12,0,0,0,0,81,0,0,245,0,0,0,0,0,0,0,25
Mat Murray,3,24,1,9,10,8,53,,29,,21,,,14,,,,,,,,,,,,,,,,,,,,1,0,825
Matej Stransky,4,43,1,0,1,-2,0,0,6,11,24,0,0,1,350,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
Mathias Seger,2,18,1,1,2,-3,2,0,10,2,10,0,0,12,158.55,0,0,0,0,0,0,0,0,0,10.51666667,1,0,0,0,0,0,0,0,0,0,0
Matthew Boragina,1,6,1,1,2,0,14,,4,,9,,,3,,,,,,,,,,,,,,,,,,,,1,2,1946
Michael Fitted,2,24,1,2,3,-3,0,0,3,0,11,0,0,3,108.25,0,0,0,0,3.033333333,0,0,0,0,5.766666667,0,0,1,0,0,0,0,0,,,
