Player Name,Count of Season,GP,G,A,P,plusMinus,PIM,HIT,HTT,SHT,SB,MP,PPG,PPA,PPP,PPS,PPM,PKG,PKA,PKP,PKS,PKM,GWG,GTG,FOT,ENG,HT,PSG,PSA,FW,FL,FD,FOWQ,,,
Mattias Holmberg,17,751,112,288,400,-20,240,0,478,902,1270,79,143,1115,16535,43,50,93,469,1414,1,3,4,14,1793,21,3,1,1,0,1,1,0,0,0,0
Chris York,15,750,303,384,687,-1,470,50,1799,1627,3093,620,1533,224,17213,60,99,159,621,2019,1,4,5,35,1209,37,19,13810,4,5,11,44,2,4,4,0
Mikko Linna,15,750,281,364,645,106,345,125,975,1472,2778,273,733,206,17102,53,85,138,437,1797,5,1,6,51,1654,41,19,9855,2,4,19,66,5,0,0,697
Sven Karlsson,16,750,210,362,572,47,136,50,370,1839,2291,46,113,208,16708,37,94,131,346,1891,4,4,8,54,1693,32,8,19488,3,3,21,56,1,4,6,0
Angelo Odjick,15,750,251,289,540,38,259,5,1140,917,2484,558,1419,121,15570,38,58,96,384,1647,0,2,2,25,1041,32,10,1290,0,2,4,6,0,0,,0
Toivo Kosonen,15,750,122,412,534,61,229,25,549,898,1344,288,531,1028,17869,58,93,151,627,2080,2,6,8,9,1786,21,7,0,1,1,13,36,2,0,0,0
Artemi Berezin,16,750,185,278,463,-110,193,65,302,1125,1841,488,1243,130,14667.03333,29,41,70,145,1162.966667,3,4,7,16,781.5,23,10,11067,1,1,13,35,1,0,0,23
Gary Grease,15,750,67,312,379,1,785,30,1859,685,793,247,468,956,15825.91667,34,68,102,351,1241.35,1,5,6,9,1449.883333,9,6,0,2,0,0,0,1,4,9,0
Mikael Talo,15,750,151,170,321,-38,116,60,284,1282,1657,159,386,98,11950,13,24,37,135,667,1,0,1,8,518,20,8,14040,2,1,5,19,4,5,10,449
Louie Garrett,17,749,325,391,716,116,158,20,603,1538,3068,713,1871,218,16508,42,98,140,457,1950,5,2,7,45,1355,50,23,7980,3,4,12,49,0,0,1,0
Isak Odegard,16,749,119,331,450,10,391,45,753,837,1352,407,843,994,16458,51,81,132,582,1643,1,4,5,18,1335,11,10,2,0,1,12,34,1,7,12,0
Ted Glass,15,735,0,2,2,0,2,0,4,2,3,0,1,9,206,0,0,0,0,28,0,0,0,1,73,0,0,1,0,0,0,0,0,0,1,679
Tony Pepperoni,14,732,312,432,744,178,392,30,1376,889,2564,363,931,422,15943.38333,64,151,215,195,1631.266667,3,5,8,27,1110.516667,51,12,17643,2,2,1,6,0,0,0,0
Luke Thomason,14,732,285,406,691,101,298,25,1232,859,2767,432,1068,284,16799.31667,62,120,182,264,1691.25,8,3,11,25,1307.8,39,11,14232,0,1,16,38,3,0,1,0
Ola Wagstrom,14,732,297,378,675,152,246,20,809,656,2843,375,957,285,15825.46667,75,102,177,194,1663.4,3,1,4,26,896.55,52,10,4837,0,2,10,43,1,1,5,2
Philipp Winter,14,732,297,352,649,103,405,85,1135,556,2624,368,965,578,16050.15,59,81,140,205,1700.683333,2,1,3,22,887.1166667,41,3,1352,3,4,10,32,3,1,0,93
Jeff Brogen,14,732,284,295,579,-93,247,25,619,556,2350,355,934,680,15822.61667,66,79,145,226,1677.216667,5,1,6,17,858.2833333,42,14,1484,1,2,10,33,0,0,0,0
Nicky Pedersen Jr.,14,732,181,311,492,81,368,10,1059,808,1947,359,815,278,14350.43333,28,69,97,197,1123.75,6,6,12,17,1076.066667,22,7,11007,3,0,10,30,0,0,0,0
Poopity Scoop,15,732,100,363,463,193,730,95,1805,429,1358,132,285,1170,16907.08333,34,61,95,214,1327.883333,0,6,6,2,1248.216667,17,3,0,0,0,0,16,4,6,27,5
David Kastrba,14,732,155,241,396,42,351,10,1683,440,1639,282,581,258,13403.41667,8,13,21,39,408.5333333,4,7,11,13,937.4333333,22,5,1200,1,0,0,0,1,0,0,133
Maximilian Egger,14,732,57,206,263,49,273,110,456,327,954,148,256,707,12161.2,14,28,42,75,577.9666667,0,0,0,2,844.05,9,4,2,0,0,0,0,6,0,0,0
Logan Valentine,19,730,140,359,499,23,1009,175,1459,1064,1355,26,32,813,17261,68,102,170,720,2236,2,7,9,6,1674,20,13,24,0,1,7,16,6,1,1,0
Brock Nuck,14,729,124,182,306,-211,343,80,668,306,1352,200,448,270,12583.35,10,18,28,5,545.75,0,0,0,0,143.1666667,17,7,745,1,0,0,0,5,0,0,272
Matt Kruze,17,726,70,82,152,-168,505,145,1076,817,694,84,156,93,9731,10,16,26,53,602,1,2,3,7,453,12,5,4572,0,0,1,4,8,3,6,0
Shooter McGavin,16,718,217,230,447,53,96,10,325,785,2073,519,1346,133,13269.65,38,52,90,337,1257.016667,4,6,10,35,927.3833333,36,11,898,4,3,12,39,0,1,2,0
Geoff Moore,15,718,97,269,366,-106,322,0,981,570,1414,302,581,1380,16797.25,32,53,85,370,1606.916667,2,6,8,7,1479.7,13,4,7,0,0,4,13,0,3,11,75
Lil' Manius,15,716,231,325,556,110,648,115,2014,658,2124,372,923,209,15272.6,42,67,109,171,1399.583333,4,9,13,28,1054.05,49,5,5988,1,4,10,30,7,1,1,0
Ignatius Blunt,14,716,149,221,370,-52,317,35,853,351,1517,297,789,236,13538.98333,26,54,80,184,1261.583333,0,4,4,2,375.6,27,4,843,0,0,7,19,2,2,2,405
Emils Vilmenietis,15,709,174,210,384,31,446,40,1264,858,1812,0,0,88,13734,37,63,100,321,1857,1,4,5,28,843,38,10,1787,1,2,20,57,1,0,0,0
Yuri Boyka,15,708,234,328,562,61,299,105,586,1236,2371,0,0,120,15125,58,104,162,438,2118,1,3,4,18,795,38,12,4446,2,6,21,62,8,1,0,3259
Oliver Pettyfer,14,708,252,298,550,109,254,40,476,1002,2235,0,0,106,14546,60,98,158,439,2206,3,1,4,13,685,49,17,1146,0,2,19,78,0,0,2,0
Roberts Birkavs,14,708,214,326,540,63,458,80,1053,1692,2124,0,0,167,15493,37,97,134,386,2044,2,9,11,43,1943,33,18,13855,3,1,10,36,4,2,4,0
Thomas King,14,708,146,237,383,54,418,80,772,1000,1597,0,0,375,15468,39,58,97,454,1957,6,4,10,34,1641,27,15,5776,2,1,12,26,4,0,0,0
Snowden Manning,14,708,124,116,240,27,308,0,1015,622,1140,0,0,69,10114,10,14,24,91,622,1,0,1,8,389,16,12,1630,0,2,9,44,0,0,0,22
Niklas Stryker,16,707,238,293,531,20,142,90,169,1230,2110,0,0,375,16123,55,69,124,394,1944,5,1,6,26,1698,43,17,855,2,0,16,57,4,0,0,183
Reggie Williams,14,707,188,323,511,128,708,100,1699,1349,1498,211,476,156,13694,32,79,111,215,1490,4,5,9,35,1244,33,14,13095,0,5,16,32,5,0,0,6
Chernika Banananov,14,706,305,321,626,69,318,80,792,1452,2680,0,0,159,15972,58,87,145,527,2170,3,2,5,14,563,51,27,8230,2,15,22,65,4,0,4,3896
Steven Jalopski,14,705,132,289,421,44,959,225,1509,901,1265,0,0,647,15317,49,68,117,500,1615,2,5,7,9,1943,16,11,259,2,1,8,18,11,2,2,461
Chuck Weird,15,705,73,211,284,-51,746,220,1371,1152,836,114,138,887,15809,33,41,74,306,1440,0,5,5,8,1746,18,1,0,2,0,1,1,5,2,4,0
Pavel Bursyuk,14,704,162,265,427,9,140,50,311,1060,1673,0,0,245,13179,34,51,85,321,1365,1,3,4,20,654,23,16,1951,0,0,0,1,3,7,34,5
Cameron Carter II,15,702,246,283,529,54,563,85,2149,841,2431,461,1263,223,14164.01667,40,76,116,283,1350.833333,2,3,5,18,752.3833333,35,13,1146,2,5,14,40,3,1,0,10
Kaapo Kekkonen,15,702,153,222,375,20,617,55,1545,1298,1692,0,0,117,13138,24,56,80,231,1233,2,2,4,28,1340,19,9,15846,2,1,16,42,3,0,1,147
Giovanni Mortallaro II,15,702,40,190,230,105,889,255,1326,820,462,31,27,700,12982,15,24,39,148,808,0,4,4,6,1564,12,3,0,1,0,0,1,11,3,1,3031
Pietra Volkova,15,701,238,290,528,124,541,85,1633,886,2377,315,777,109,14150,49,79,128,408,1808,3,1,4,9,398,43,15,1185,3,7,14,51,1,0,1,2844
Dieter Dominique,15,701,255,268,523,134,122,0,473,891,2456,264,719,139,13938,43,64,107,350,1655,3,2,5,24,862,29,19,2009,5,4,5,18,0,3,1,327
Hunky Monkey,15,701,17,174,191,27,475,15,1016,557,210,16,35,672,11257,4,16,20,45,325,0,4,4,1,950,3,3,1,2,0,2,4,0,0,2,0
Zach Evans,14,700,257,376,633,105,415,125,1173,1370,2431,323,852,149,15088,40,109,149,392,1804,4,4,8,36,1140,45,16,12342,3,3,19,58,5,0,0,4
Dani Forsberg,14,700,256,370,626,115,359,35,1382,1199,2682,630,1659,172,15790,50,90,140,490,1777,0,1,1,40,1238,41,22,1895,3,7,3,34,1,3,7,74
Tigole Bitties,14,700,213,398,611,78,586,160,1241,1370,2179,565,1397,572,16382,59,97,156,561,1851,2,2,4,37,1679,37,13,9217,5,2,25,67,8,0,0,0
Luke Fleming,14,700,269,335,604,-12,351,95,1037,1605,2665,44,87,123,15568,44,92,136,397,1677,6,3,9,25,1001,39,19,16116,3,6,12,49,1,3,10,90
Teddy Cuddles,14,700,231,331,562,59,605,45,2195,1039,2202,538,1443,131,14486,38,83,121,332,1573,2,1,3,19,748,40,8,1106,5,3,4,13,2,0,,0
Geoffrey Allen,14,700,249,311,560,107,134,20,472,891,2247,0,0,129,14734,49,80,129,388,1762,1,2,3,26,924,47,17,3569,3,2,11,34,0,0,0,219
Roman Augustus,15,700,190,333,523,130,294,50,652,1023,2161,640,1419,498,15401,30,82,112,514,1590,5,1,6,23,1224,32,12,2474,3,3,8,23,2,0,0,1709
Gabriel Wong,14,700,183,296,479,50,288,110,692,1275,1715,440,1253,173,13624.11667,29,68,97,234,1183.483333,2,2,4,25,999.1666667,32,7,12147,1,0,4,9,4,2,0,1
Jon Ross,14,700,133,344,477,24,334,30,843,1220,1554,154,310,531,15624,37,85,122,408,1669,1,3,4,13,1302,16,6,11180,2,1,1,7,0,0,0,26
Oliver Konig,14,700,192,282,474,83,192,100,313,1262,1879,468,1242,284,14796,28,68,96,272,1383,1,4,5,27,1416,26,11,12190,2,1,1,4,6,8,20,3
Lord Vader,14,700,79,377,456,-8,914,100,2044,897,879,20,49,977,17107,31,95,126,427,1741,0,4,4,7,1481,11,6,0,0,0,0,0,5,0,3,453
Tatu Makela,14,700,87,332,419,53,664,20,1256,671,1058,348,631,990,15716.55,39,59,98,460,1497.95,1,1,2,6,1548.333333,10,3,0,3,0,1,3,0,1,0,308
Kevin Hamilton,14,700,175,235,410,30,466,110,1372,864,1738,460,1164,130,13560,25,43,68,217,1220,4,1,5,23,1231,25,20,1033,2,3,11,39,1,0,0,0
Maria Maximova,14,700,120,282,402,76,604,10,1343,672,1331,0,0,804,15902,42,63,105,564,1854,0,6,6,13,1557,19,8,23,1,0,9,40,0,3,8,81
Brennan Kennedy,14,700,160,227,387,-48,314,10,1087,826,1604,135,361,158,13194,20,44,64,184,1013,1,2,3,26,863,20,4,992,2,2,0,0,0,0,0,209
Dayymo Ralchankinov,14,700,160,219,379,-11,193,45,547,892,1588,389,1017,211,12621.81667,19,51,70,155,901.1,2,3,5,21,700.5,23,6,8535,0,0,8,16,1,2,4,1
Vasily Horvat,14,700,127,250,377,-68,690,50,2220,808,1630,316,839,157,12713,22,50,72,178,978,1,1,2,25,896,18,5,1751,2,0,1,5,2,1,0,10
TJ Bayley,14,700,173,194,367,-32,124,10,383,679,1814,494,1174,109,12607,30,41,71,259,1419,0,0,0,10,290,24,12,957,1,2,3,13,0,4,15,1262
Clint Eastwood,14,700,47,288,335,-11,689,125,1332,723,531,153,306,930,14164,16,35,51,214,901,0,4,4,5,1487,8,1,1,1,0,0,2,8,0,0,4
Fredrich Koenig,14,700,45,234,279,-68,233,5,460,627,539,170,332,814,12168.33333,9,32,41,156,609.2833333,0,2,2,3,1165.783333,8,5,1,0,0,0,0,0,0,2,347
Casey Creller,14,700,69,198,267,83,599,5,1295,533,830,234,416,798,13092,23,37,60,276,988,0,2,2,9,1151,5,5,0,1,0,0,1,0,0,1,0
Sven Brokstad,14,700,47,213,260,28,386,10,796,570,466,129,285,703,11849,9,11,20,90,301,0,4,4,6,957,9,3,0,1,0,1,1,0,2,2,0
Cara Hohenberg,15,700,47,179,226,37,220,0,503,454,411,41,68,590,10901,4,10,14,38,233,0,1,1,5,445,11,0,0,1,0,2,8,0,0,0,6
Halfdan Thorstein,15,699,251,269,520,7,89,5,543,867,2343,375,946,137,14957,43,70,113,358,1653,1,1,2,15,772,33,20,1257,3,4,10,42,0,0,0,0
Caelan Fearghal,17,699,26,255,281,-66,531,5,1375,688,333,75,124,910,14414,8,24,32,134,770,0,4,4,3,1507,1,1,0,1,0,1,1,0,8,14,7747
Lucas Smith,15,698,228,252,480,120,320,70,817,1069,1949,109,213,94,14255,37,62,99,307,1810,1,3,4,25,819,40,10,2223,5,2,8,33,3,1,3,582
Ryan King,14,698,163,163,326,51,279,115,520,595,1705,0,0,83,11602,25,36,61,229,1278,2,1,3,22,622,29,15,902,0,6,6,21,1,0,0,18
Gabriel DuJardin,18,695,45,239,284,61,558,0,1174,657,435,0,0,599,13288,23,48,71,250,1451,0,3,3,2,1347,12,8,172,0,0,0,2,0,9,13,943
Danglee Ciddzz,14,694,62,62,124,-40,108,30,299,374,653,93,156,71,6291,0,1,1,2,43,0,0,0,0,126,5,7,269,0,1,1,1,2,2,8,5343
Jean-Luc Reflieux,14,690,239,327,566,67,344,60,997,1407,2175,246,662,190,14394,56,81,137,355,1744,5,5,10,32,1229,29,16,15130,5,3,2,4,1,1,0,724
Zanis Zarins,15,685,47,207,254,-32,955,95,1631,644,457,0,0,847,14513,23,45,68,243,1595,0,3,3,1,1597,8,3,4,0,0,1,3,1,4,3,160
Steven Moyer,14,684,157,312,469,-27,219,25,444,771,1568,225,549,435,14612.85,39,81,120,121,1348.716667,2,3,5,15,885.45,20,7,15741,0,2,0,0,1,4,2,7
Daniel Smeb,13,682,234,402,636,124,220,60,710,823,2290,243,645,305,15082.76667,56,126,182,141,1747.25,1,5,6,10,1140.216667,34,6,12699,1,0,0,0,3,1,3,464
Hippo Passamus,13,682,246,342,588,270,262,15,1549,520,2261,318,876,356,14752.65,31,55,86,198,1243.916667,2,3,5,8,821.2,36,6,4013,1,1,4,9,1,2,9,304
Mikael Choybuk,13,682,267,231,498,79,157,0,256,379,2083,287,638,211,12439.06667,62,45,107,138,1421.533333,0,0,0,0,25.33333333,42,9,667,2,3,3,8,0,16,8,4929
Alexander Selich,13,682,158,292,450,178,183,0,556,490,2169,279,691,467,13671.56667,31,53,84,98,1041.916667,1,3,4,12,806.7166667,23,3,3225,1,0,0,0,0,0,4,207
Barret McCarthy,13,682,89,356,445,73,295,5,911,444,1463,172,354,1199,16059.36667,27,86,113,241,1504.15,1,6,7,8,1165.683333,11,1,8,1,0,0,0,0,0,0,129
Brennan Kennedy Jr.,13,682,109,307,416,206,453,15,1003,284,1495,89,211,1021,14668.61667,30,72,102,95,1321.15,3,6,9,3,1342.783333,17,2,0,0,0,0,0,2,4,5,62
Rainbow Dash,13,682,132,174,306,-11,357,15,1198,356,1501,292,792,226,11907.41667,21,35,56,174,936.15,0,0,0,10,550.2,13,9,762,0,1,1,6,0,0,2,336
Nat Emerson,13,682,45,218,263,-85,644,110,1506,336,854,45,107,1629,14601.21667,7,27,34,8,673.4666667,3,5,8,1,1230.7,9,0,0,0,0,0,3,6,0,4,380
Chico Smeb,14,677,77,252,329,-9,350,35,739,318,1181,152,257,776,13036.83333,24,53,77,176,1195.133333,1,1,2,3,831.7166667,10,0,1,0,0,0,1,0,0,,0
Franklin Trey,15,675,110,183,293,-16,358,50,1116,963,1078,0,0,169,10972,14,41,55,183,1191,3,1,4,22,991,21,4,5191,0,0,3,4,2,0,0,0
Kelly Rivet,14,672,189,328,517,-34,480,80,1497,1262,1787,239,616,369,15255,38,54,92,278,1284,2,5,7,31,1606,23,18,1016,4,1,12,46,3,1,2,140
Patrik Satan,15,669,182,205,387,-15,363,155,616,1502,1689,0,0,151,12232,35,58,93,237,1247,6,2,8,40,1564,27,11,14963,1,4,3,14,12,3,10,1356
Nicholas Williams,14,667,213,301,514,113,178,5,442,540,2210,357,993,318,13836.86667,42,68,110,218,1522.65,3,5,8,14,767.2333333,32,10,5052,1,0,6,25,1,0,1,0
Tig Murphy,13,666,124,334,458,162,403,5,1192,472,1644,267,528,917,14537.13333,40,77,117,340,1415.383333,1,1,2,8,898.4833333,18,7,1,1,0,4,8,0,0,1,5
Peter Iannitelli,14,661,68,125,193,-61,432,110,486,554,925,195,450,83,7690,12,30,42,59,522,0,2,2,11,498,11,1,4968,0,0,0,1,7,0,0,30
James Neugesbaur,14,660,19,56,75,17,167,25,353,252,415,103,219,70,3478,0,0,0,0,11,0,0,0,8,235,5,0,886,0,0,1,1,2,1,,26
Griffin Simons,13,658,208,355,563,49,186,100,258,1644,2156,0,0,210,14476,44,91,135,404,1876,3,6,9,22,1241,45,8,13928,2,5,7,35,7,0,0,0
Daniel Merica,14,658,213,263,476,25,296,80,657,1229,2156,0,0,141,14344,38,62,100,342,1785,0,2,2,28,984,32,15,1999,4,1,15,61,2,0,0,96
Friedrich Muller,13,658,145,304,449,43,517,95,865,801,1505,0,0,845,15878,81,81,162,770,2078,2,4,6,15,1713,21,7,1,0,1,1,4,0,2,1,95
Niklas Wikstrom,13,658,193,227,420,21,172,20,421,1141,1821,0,0,186,13012,46,74,120,375,1861,1,0,1,30,1091,31,10,6349,0,5,11,36,1,0,0,0
Sachimo Zoidberg,13,658,56,306,362,62,1076,140,1768,686,844,0,0,766,14712,35,73,108,500,1904,1,4,5,9,1723,11,7,1,0,1,0,0,6,0,,610
Tyler Stropko,14,658,14,154,168,-30,589,65,1118,443,204,0,0,572,10534,5,11,16,87,540,0,3,3,0,982,3,1,0,0,0,1,6,0,0,0,0
"Clyde ""Shadow"" Arrowny",14,658,69,96,165,-133,443,45,1356,705,744,0,0,220,10760,5,18,23,71,602,1,1,2,4,692,9,5,697,0,0,1,5,2,0,0,0
Brandon Donini,13,656,200,262,462,130,767,35,2330,975,1985,32,45,105,13985,36,82,118,335,1777,1,3,4,30,1157,38,14,1152,3,4,12,45,1,3,1,186
Jan Benda,14,655,69,97,166,-5,168,0,429,737,735,11,24,76,8378,8,16,24,66,591,2,0,2,6,352,12,5,6168,0,0,1,9,0,0,,136
Cameron Urbowicz,14,654,113,171,284,15,72,0,116,678,1205,0,0,80,10310,11,28,39,116,678,0,1,1,3,278,21,5,923,1,0,6,22,0,1,5,0
Wes Mucyk,15,654,50,124,174,-97,386,10,1209,1156,663,41,57,130,10105,5,17,22,39,439,0,2,2,3,832,13,3,8888,0,1,1,6,0,0,0,0
Jackie Lee,14,654,26,55,81,-107,346,10,918,707,332,2,7,72,7214,4,7,11,30,350,1,0,1,5,394,4,2,5086,0,0,4,12,0,0,0,77
VLAD McZehrl,14,653,333,361,694,141,309,45,878,1463,3014,0,0,167,15899,56,96,152,470,1776,1,5,6,40,971,55,28,8940,5,10,16,59,1,1,0,790
Harry Hans,15,653,237,277,514,-12,55,5,337,919,2312,125,388,135,13966,34,76,110,305,1413,2,2,4,27,866,37,17,1122,2,5,11,60,0,8,14,3829
Ezekiel Turkkonen,14,653,171,194,365,58,535,125,977,679,1346,211,364,105,10253,28,49,77,193,1281,2,1,3,10,502,24,7,629,1,1,5,25,5,0,0,0
Rayne Summers,15,652,102,143,245,7,309,15,1046,560,962,78,122,54,9825,12,29,41,119,998,0,0,0,2,131,20,10,669,0,0,1,5,2,4,9,395
Daniel Passarella,13,652,88,132,220,51,296,60,673,697,951,35,63,174,8874,12,19,31,109,529,2,2,4,6,751,15,6,462,1,2,3,6,6,6,4,0
OJ Simpson,14,652,37,157,194,37,393,45,872,455,471,0,0,461,8941,15,38,53,239,1009,0,2,2,6,731,6,1,0,2,0,2,4,0,0,0,9
Oscar Hjalmarsson,14,652,42,146,188,-64,450,70,756,734,423,53,59,552,11062,9,20,29,124,946,0,2,2,5,808,6,2,0,1,0,0,0,0,0,0,305
Mike Williams,13,652,45,72,117,-67,326,60,453,548,566,69,131,57,6138,2,6,8,29,285,0,0,0,3,48,9,1,2641,0,0,1,1,1,0,0,1
Lance Uppercut,13,651,106,341,447,83,775,135,1258,1157,1098,57,62,842,15268,49,101,150,611,2144,0,5,5,9,1561,18,6,0,2,0,3,6,5,1,5,2
Flacko Lagerfield,13,650,294,325,619,119,327,20,1112,961,2614,571,1382,172,13883.71667,64,64,128,279,1438.433333,2,0,2,20,902.7166667,44,15,5351,4,4,9,38,2,1,0,56
Oisin Fletcher,13,650,240,307,547,125,240,50,787,1155,2308,549,1468,227,14466,54,73,127,393,1571,7,2,9,31,1325,38,10,9208,3,6,8,28,2,0,0,0
Raven Silverwing,13,650,256,285,541,101,169,75,355,1036,2431,116,275,157,13624,47,86,133,399,1720,4,5,9,36,990,37,10,6138,3,3,12,43,2,8,10,7
Crossfit Jesus,13,650,232,285,517,152,90,20,309,817,2203,449,1167,159,13084,39,67,106,378,1379,1,2,3,23,901,29,11,911,3,5,2,15,0,0,0,0
Kyle Kylrad,13,650,253,247,500,47,310,10,1258,954,2337,293,718,116,12976,47,71,118,423,1710,1,1,2,16,392,46,13,1558,1,3,11,42,0,0,0,1
Reginald Rove,13,650,188,249,437,-87,118,0,467,792,1907,564,1319,164,13035.58333,38,70,108,343,1335.383333,2,3,5,17,763.7166667,28,11,826,3,3,1,31,0,0,,82
Rafe Ulrich,13,650,192,232,424,19,457,15,1422,615,1997,445,1134,142,12888.71667,26,41,67,244,1062.816667,3,2,5,13,733.7666667,37,11,1265,2,2,1,6,0,2,3,32
Bob Bergen,13,650,95,323,418,6,292,10,736,678,1205,374,755,842,14463.03333,44,72,116,516,1603.1,2,2,4,9,1161.25,11,5,0,4,1,0,0,0,0,1,610
Jaxson Reynolds,13,650,178,198,376,67,106,20,282,617,1694,47,116,82,11867,30,59,89,240,1239,0,1,1,4,171,28,20,882,1,3,9,40,0,5,13,7963
Scott Robertson,13,650,103,255,358,24,312,0,775,656,1179,0,0,825,14827,48,62,110,426,1441,1,2,3,10,1498,14,12,30,1,1,5,21,0,0,0,8
Florence Clijsters,16,650,149,205,354,-77,212,60,460,950,1430,396,1006,89,11368.46667,28,52,80,193,1202.45,0,1,1,7,289.85,19,13,12402,0,1,0,3,1,0,0,0
Eric Pelletier,13,650,95,250,345,-73,338,160,523,1300,1225,340,858,139,12419,13,57,70,181,1077,2,3,5,11,677,16,4,15498,1,0,2,4,10,0,0,0
Robb Wind,13,650,166,179,345,-125,89,15,339,795,1788,0,0,80,12375,23,50,73,267,1343,0,0,0,9,410,22,9,967,2,2,13,40,0,4,7,107
Karsten Kadinger,13,650,86,224,310,19,198,0,573,468,949,325,607,723,12521,37,51,88,367,1480,0,3,3,5,643,15,2,0,0,1,0,1,0,3,9,4724
Jordan von Matt,13,650,58,233,291,22,166,0,409,461,860,185,446,786,12481.68333,16,32,48,289,982.9333333,2,1,3,6,837.6,11,2,0,0,0,1,1,0,0,0,0
Reinis Aumeisters,13,650,133,154,287,5,109,5,455,455,1293,83,223,63,11741,19,32,51,182,1144,1,0,1,4,235,23,2,952,2,1,11,33,1,10,17,173
Karl Hefeweizen,13,650,48,235,283,63,144,0,359,510,744,220,461,720,12371,19,42,61,290,1031,0,5,5,10,1107,6,3,1,1,0,0,0,0,1,2,102
Ja'Far Dar,14,650,109,168,277,11,277,5,707,1226,1145,66,95,81,10618,19,36,55,144,990,1,1,2,12,898,18,8,9839,0,1,7,16,0,0,1,347
Maurice Picard,13,650,16,202,218,-60,600,10,1265,535,264,78,163,734,12030,7,33,40,107,676,0,2,2,2,1274,1,2,0,0,0,1,1,0,1,6,1
Bennett Jones,14,650,92,114,206,-45,41,5,213,534,1007,58,123,59,7954,18,28,46,165,940,0,0,0,3,135,16,5,1594,0,2,0,1,0,7,28,4591
Ty Justice,13,650,40,151,191,52,669,165,1071,377,432,39,116,591,12204,18,26,44,179,1262,0,0,0,3,927,7,5,0,0,0,1,1,10,0,0,35
Casper Jakobsson,13,650,78,105,183,-116,110,60,318,741,951,113,258,50,8125,13,26,39,111,615,0,1,1,3,183,4,2,9562,0,0,3,8,0,1,0,1
Ben Turska,13,650,23,99,122,-31,270,60,522,339,231,60,113,564,9618,5,8,13,47,404,0,2,2,2,777,4,0,1,0,0,1,1,1,0,0,6
Jason Forbrook,13,650,39,53,92,-60,190,0,723,219,505,77,187,55,6552,0,0,0,2,20,0,0,0,0,18,5,1,441,0,0,0,0,0,0,0,0
Hugh Manatee,13,650,1,0,1,0,0,0,2,0,3,0,0,0,175,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
Thong Bonerstrom,13,650,0,0,0,-2,2,0,4,1,0,0,0,0,112,0,0,0,0,20,0,0,0,0,23,0,0,4,0,0,1,7,0,0,1,5
Yorgen Bartenberry,13,650,0,0,0,0,2,0,2,2,0,0,0,0,39,0,0,0,0,4,0,0,0,0,4,0,0,18,0,0,0,0,0,0,0,1
Noro Wozy,14,649,250,331,581,58,103,15,412,1045,2654,499,1255,137,14788,39,68,107,415,1683,1,1,2,16,592,36,15,1257,1,8,7,23,1,0,0,5
Lyndis Vakarian,14,649,207,264,471,-41,143,15,505,862,2197,581,1609,264,13275.55,32,68,100,332,1252.483333,4,1,5,42,963.1166667,29,16,1190,3,5,6,17,0,3,8,4300
Finn Kruger,14,649,68,339,407,55,393,5,871,769,930,274,594,878,14663,29,78,107,441,1435,0,5,5,7,1504,8,4,4,1,0,1,3,0,11,23,11206
The Dude,14,648,131,345,476,-5,399,5,900,786,1284,386,840,1000,14912,71,77,148,580,1679,1,4,5,17,1557,20,11,1,3,2,0,1,0,9,16,8003
Ronnie Westbrook,13,647,150,362,512,87,255,55,752,1237,1668,172,388,385,14024,31,77,108,363,1546,1,4,5,22,1100,20,6,12444,1,1,3,8,0,3,5,0
Joseph Lombardi,15,647,202,215,417,21,96,10,360,682,1842,459,1130,107,12712,30,52,82,271,1350,2,0,2,12,350,31,13,1010,3,3,11,44,0,0,2,0
Cody Black,13,647,66,284,350,-63,711,135,1326,758,815,0,0,826,14727,28,57,85,378,1511,0,2,2,7,1342,7,3,0,0,0,0,1,2,0,0,0
Benjamin Wong,13,645,296,329,625,142,492,110,991,1208,2147,168,355,201,14287,50,78,128,380,2004,3,4,7,41,1530,52,24,1242,3,7,19,57,8,0,1,253
Ensio Kalju,14,643,96,275,371,105,615,145,1129,551,1161,361,659,785,14636.8,35,54,89,411,1349.483333,1,9,10,11,1291.65,10,9,0,1,1,4,20,12,0,1,2
TJ Barbeau,15,643,127,176,303,-32,326,90,599,904,1171,216,376,284,11417,26,32,58,150,957,3,5,8,20,1186,22,10,613,2,0,10,20,6,1,1,0
John Luther,14,643,22,155,177,-66,586,100,954,606,276,0,0,584,10541,5,17,22,73,409,1,2,3,1,1123,4,2,26,0,0,1,3,3,0,2,3091
Meik Konig,13,643,34,44,78,-86,153,25,239,362,466,89,168,42,4917,0,2,2,1,12,0,0,0,1,16,7,3,3330,0,0,1,1,2,0,0,0
Bryce Collins,14,640,139,231,370,24,315,25,1129,673,1475,0,0,89,12380,32,68,100,265,1670,0,0,0,9,433,20,8,1038,0,0,5,10,0,19,45,11135
Slip McScruff,14,635,27,225,252,1,637,10,2063,350,659,85,175,1352,13730.46667,11,32,43,117,918.05,1,6,7,6,1130.05,3,1,1,0,0,0,0,1,16,24,14
Leopold Lockhart,13,634,67,234,301,72,366,5,939,250,1318,135,289,817,12810.71667,23,41,64,130,864.3333333,2,4,6,7,801.25,11,3,0,0,0,0,0,0,6,17,6
