Season,Franchise Name,Team Name,W,L,OTL,P,Playoffs?,WC Vs,WC W,WC L,R1 Vs,R1 W,R1 L,R2 Vs,R2 W,R2 L,CF Vs,CF W,CF L,Cup VS,CUP W,CUP L,PLF W,PLF L,Series Won,Series Lost,GM,Co-Gm,Cup Won,President Trophy,0,0,0,0,0,,
15,Edmonton Blizzard,Edmonton Blizzard,38,7,5,81,1.1,,,,WPG,4,3,,,,CGY,4,3,WKP,4,1,12,7,3,0,Teztify,Harry,1,1,2,0,2,0,0,,
15,Los Angeles Panthers,Los Angeles Panthers,20,24,6,46,0,,,,,,,,,,,,,,,,0,0,0,0,Wasty,Taron47,,,0,0,0,0,0,,
15,Minnesota Monarchs,Minnesota Chiefs,15,31,4,34,0,,,,,,,,,,,,,,,,0,0,0,0,Toast,,,,0,0,0,0,0,,
15,New England Wolfpack,New England Wolfpack,36,13,1,73,1,,,,WKP,3,4,,,,,,,,,,3,4,0,1,Ace,,,,0,1,1,0,0,,
15,Texas Renegades,Texas Renegades,25,19,6,56,1,,,,CGY,3,4,,,,,,,,,,3,4,0,1,Wadey,NathanAD,,,0,1,1,0,0,,
14,Baltimore Platoon,West Kendall Platoon,17,25,8,42,0,,,,,,,,,,,,,,,,0,0,0,0,Maxy,,,,0,0,0,0,0,,
14,Calgary Dragons,Calgary Dragons,33,14,3,69,1,,,,WPG,2,4,,,,,,,,,,2,4,0,1,O4L,McZehrl,,1,0,0,0,0,0,,
14,Hamilton Steelhawks,Hamilton Steelhawks,30,16,4,64,1,,,,NEW,2,4,,,,,,,,,,2,4,0,1,Joecool37,,,,0,0,0,0,0,,
14,Toronto North Stars,Toronto North Stars,25,20,5,55,1,,,,MAN,0,4,,,,,,,,,,0,4,0,1,jkrever,,,,0,0,0,0,0,,
14,Winnipeg Aurora,Winnipeg Jets,24,21,5,53,1,,,,CGY,4,2,,,,TEX,1,4,,,,5,6,1,1,Leafs4Ever,,,,0,0,0,0,0,,
14,Tampa Bay Barracuda,Las Vegas Kings,20,25,5,45,0,,,,,,,,,,,,,,,,0,0,0,0,Gifter Of Bikes,,,,0,0,0,0,0,,
14,Manhattan Rage,Manhattan Rage,30,16,4,64,1,,,,TOR,4,0,,,,NEW,3,4,,,,7,4,1,1,Diamond_Ace,,,,0,1,1,0,0,,
14,Edmonton Blizzard,Edmonton Blizzard,24,22,4,52,0,,,,,,,,,,,,,,,,0,0,0,0,Teztify,Harry,,,0,0,0,0,0,,
14,Los Angeles Panthers,Los Angeles Panthers,27,18,5,59,1,,,,TEX,2,4,,,,,,,,,,2,4,0,1,Taron47/Velvera,,,,0,0,0,0,0,,
14,Minnesota Monarchs,Minnesota Chiefs,18,27,5,41,0,,,,,,,,,,,,,,,,0,0,0,0,Toast,,,,0,0,0,0,0,,
14,New England Wolfpack,New England Wolfpack,27,20,3,57,1,,,,HAM,4,2,,,,MAN,4,3,TEX,2,4,10,9,2,1,Ace,,,,1,0,1,0,0,,
14,Texas Renegades,Texas Renegades,25,20,5,55,1.1,,,,LAP,4,2,,,,WPG,4,1,NEW,4,2,12,5,3,0,Wadey,NathanAD,1,,0,0,0,0,0,,
13,Baltimore Platoon,West Kendall Platoon,19,26,5,43,0,,,,,,,,,,,,,,,,0,0,0,0,Maxy,,,,0,0,0,0,0,,
13,Calgary Dragons,Calgary Dragons,28,17,5,61,1,,,,WPG,4,0,,,,EDM,3,4,,,,7,4,1,1,Spidey,O4L,,,0,1,1,0,0,,
13,Hamilton Steelhawks,Hamilton Steelhawks,29,17,4,62,1,,,,MIN,0,4,,,,,,,,,,0,4,0,1,Joecool37,,,,0,0,0,0,0,,
13,Toronto North Stars,Toronto North Stars,24,19,7,55,1,,,,MAN,2,4,,,,,,,,,,2,4,0,1,jkrever,,,,0,0,0,0,0,,
13,Winnipeg Aurora,Winnipeg Jets,31,13,6,68,1,,,,CGY,0,4,,,,,,,,,,0,4,0,1,Leafs4Ever,,,,0,0,0,0,0,,
13,Tampa Bay Barracuda,Las Vegas Kings,16,26,8,40,0,,,,,,,,,,,,,,,,0,0,0,0,Shutout,,,,0,0,0,0,0,,
13,Manhattan Rage,Manhattan Rage,31,16,3,65,1,,,,TOR,4,2,,,,MIN,4,1,EDM,1,4,9,7,2,1,Diamond_Ace,,,,0,0,0,0,0,,
13,Edmonton Blizzard,Edmonton Blizzard,32,12,6,70,1.1,,,,TEX,4,2,,,,CGY,4,3,MAN,4,1,12,6,3,0,Teztify,JayTee,1,1,1,0,1,0,0,,
13,Los Angeles Panthers,Los Angeles Panthers,15,28,7,37,0,,,,,,,,,,,,,,,,0,0,0,0,Taron47,,,,0,0,0,0,0,,
13,Minnesota Monarchs,Minnesota Chiefs,29,18,3,61,1,,,,HAM,4,0,,,,MAN,1,4,,,,5,4,1,1,Boon,Toast,,,0,0,0,0,0,,
13,New England Wolfpack,New England Wolfpack,20,23,7,47,0,,,,,,,,,,,,,,,,0,0,0,0,Ace,,,,0,0,0,0,0,,
13,Texas Renegades,Texas Renegades,26,19,5,57,1,,,,EDM,2,4,,,,,,,,,,2,4,0,1,Wadey,xDpark,,,0,0,0,0,0,,
12,Baltimore Platoon,West Kendall Platoon,15,26,9,39,0,,,,,,,,,,,,,,,,0,0,0,0,Maxy,,,,0,0,0,0,0,,
12,Calgary Dragons,Calgary Dragons,27,18,5,59,1,,,,EDM,0,4,,,,,,,,,,0,4,0,1,Spidey,,,,0,0,0,0,0,,
12,Hamilton Steelhawks,Hamilton Steelhawks,33,17,0,66,1,,,,MIN,1,4,,,,,,,,,,1,4,0,1,Joecool37,,,,0,0,0,0,0,,
12,Toronto North Stars,Toronto North Stars,33,13,4,70,1,,,,MAN,4,1,,,,MIN,3,4,,,,7,5,1,1,jkrever,,,1,0,1,1,0,0,,
12,Winnipeg Aurora,Winnipeg Jets,31,16,3,65,1,,,,TEX,4,1,,,,EDM,4,3,MIN,3,4,11,8,2,1,Leafs4Ever,,,,1,1,2,0,1,,
12,Tampa Bay Barracuda,Las Vegas Kings,22,25,3,47,0,,,,,,,,,,,,,,,,0,0,0,0,Shutout,,,,0,0,0,0,0,,
12,Manhattan Rage,Manhattan Rage,26,22,2,54,1,,,,TOR,1,4,,,,,,,,,,1,4,0,1,Diamond_Ace,,,,0,0,0,0,0,,
12,Edmonton Blizzard,Edmonton Blizzard,24,20,6,54,1,,,,CGY,4,0,,,,WPG,3,4,,,,7,4,1,1,Teztify,JayTee,,,0,1,1,0,0,,
12,Los Angeles Panthers,Los Angeles Panthers,18,25,7,43,0,,,,,,,,,,,,,,,,0,0,0,0,McZerhl,,,,0,0,0,0,0,,
12,Minnesota Monarchs,Minnesota Chiefs,33,15,2,68,1.1,,,,HAM,4,1,,,,TOR,4,3,WPG,4,2,12,6,3,0,Munk,Boon,1,,1,0,1,0,0,,
12,New England Wolfpack,Hartford Hydras,16,28,6,38,0,,,,,,,,,,,,,,,,0,0,0,0,Fernando,,,,0,0,0,0,0,,
12,Texas Renegades,Texas Renegades,22,21,7,51,1,,,,WPG,1,4,,,,,,,,,,1,4,0,1,Wadey,xDpark,,,0,0,0,0,0,,
11,Baltimore Platoon,West Kendall Platoon,8,38,4,20,0,,,,,,,,,,,,,,,,0,0,0,0,Maxy,,,,0,0,0,0,0,,
11,Calgary Dragons,Calgary Dragons,26,19,5,57,1,,,,WPG,4,3,,,,TEX,3,4,HAM,1,4,8,11,1,2,Jesster,,,,1,1,2,0,0,,
11,Hamilton Steelhawks,Hamilton Steelhawks,27,19,4,58,1.1,,,,TOR,4,1,,,,MIN,4,3,CGY,4,1,12,5,3,0,Joecool37,,1,,1,0,1,0,0,,
11,Toronto North Stars,Toronto North Stars,28,22,0,56,1,,,,HAM,1,4,,,,,,,,,,1,4,0,1,jkrever,,,,0,0,0,0,0,,
11,Winnipeg Aurora,Winnipeg Jets,36,11,3,75,1,,,,CGY,3,4,,,,,,,,,,3,4,0,1,Leafs4Ever,,,,0,1,1,0,0,,
11,Tampa Bay Barracuda,Las Vegas Kings,20,25,5,45,0,,,,,,,,,,,,,,,,0,0,0,0,Shutout,,,,0,0,0,0,0,,
11,Manhattan Rage,Manhattan Rage,24,20,6,54,1,,,,MIN,3,4,,,,,,,,,,3,4,0,1,Diamond_Ace,,,,0,1,1,0,0,,
11,Edmonton Blizzard,Edmonton Blizzard,33,16,1,67,1,,,,TEX,3,4,,,,,,,,,,3,4,0,1,Seth,Teztify,,,0,1,1,0,0,,
11,Los Angeles Panthers,Los Angeles Panthers,21,24,5,47,0,,,,,,,,,,,,,,,,0,0,0,0,McZerhl,,,,0,0,0,0,0,,
11,Minnesota Monarchs,Minnesota Chiefs,38,11,1,77,1,,,,MAN,4,3,,,,HAM,1,4,,,,5,7,1,1,Munk,,,1,1,0,1,0,0,,
11,New England Wolfpack,Hartford Hydras,14,30,6,34,0,,,,,,,,,,,,,,,,0,0,0,0,Fernando,,,,0,0,0,0,0,,
11,Texas Renegades,Texas Renegades,25,17,8,58,1,,,,EDM,4,3,,,,CGY,4,3,,,,8,6,2,0,Wadey,xDpark,,,2,0,2,0,0,,
10,Baltimore Platoon,West Kendall Platoon,30,18,2,62,1,,,,MIN,3,4,,,,,,,,,,3,4,0,1,JayTee,,,,0,1,1,0,0,,
10,Calgary Dragons,Calgary Dragons,41,7,2,84,1,,,,LAP,4,1,,,,WPG,3,4,,,,7,5,1,1,Jesster,,,1,0,1,1,0,0,,
10,Hamilton Steelhawks,Hamilton Steelhawks,40,7,3,83,1,,,,TOR,4,2,,,,MIN,3,4,,,,7,6,1,1,Jorec,,,,0,1,1,0,0,,
10,Toronto North Stars,Toronto North Stars,27,17,6,60,1,,,,HAM,2,4,,,,,,,,,,2,4,0,1,jkrever,,,,0,0,0,0,0,,
10,Winnipeg Aurora,Winnipeg Jets,30,14,6,66,1,,,,LVK,4,1,,,,CGY,4,3,MIN,3,4,11,8,2,1,Leafs4Ever,,,,1,1,2,0,1,,
10,Tampa Bay Barracuda,Las Vegas Kings,29,17,4,62,1,,,,WPG,1,4,,,,,,,,,,1,4,0,1,Shutout,,,,0,0,0,0,0,,
10,Manhattan Rage,Manhattan Rage,11,37,2,24,0,,,,,,,,,,,,,,,,0,0,0,0,Diamond_Ace,,,,0,0,0,0,0,,
10,Edmonton Blizzard,Edmonton Blizzard,12,31,7,31,0,,,,,,,,,,,,,,,,0,0,0,0,Seth,Teztify,,,0,0,0,0,0,,
10,Los Angeles Panthers,Los Angeles Panthers,23,22,5,51,1,,,,CGY,1,4,,,,,,,,,,1,4,0,1,Dooley,,,,0,0,0,0,0,,
10,Minnesota Monarchs,Minnesota Chiefs,31,15,4,66,1.1,,,,WKP,4,3,,,,HAM,4,3,WPG,4,3,12,9,3,0,Munk,,1,,3,0,3,1,0,,
10,New England Wolfpack,Hartford Hydras,5,44,1,11,0,,,,,,,,,,,,,,,,0,0,0,0,Fernando,,,,0,0,0,0,0,,
10,Texas Renegades,Texas Renegades,21,20,9,51,0,,,,,,,,,,,,,,,,0,0,0,0,Wadey,,,,0,0,0,0,0,,
9,Baltimore Platoon,West Kendall Platoon,37,12,1,75,1,,,,,,,,,,HAM,1,4,,,,1,4,0,1,JayTee,,,1,0,0,0,0,0,,
9,Calgary Dragons,Calgary Dragons,34,16,0,68,1.1,,,,,,,,,,LVK,4,1,HAM,4,1,8,2,2,0,xDPark,Tsmith,1,,0,0,0,0,0,,
9,Hamilton Steelhawks,Hamilton Steelhawks,27,16,7,61,1,,,,MIN,4,3,,,,WKP,4,1,CGY,1,4,9,8,2,1,Stud/Jorec,,,,1,0,1,0,0,,
9,Toronto North Stars,Toronto North Stars,18,27,5,41,0,,,,,,,,,,,,,,,,0,0,0,0,jkrever,,,,0,0,0,0,0,,
9,Winnipeg Aurora,Winnipeg Jets,32,14,4,68,1,,,,LVK,3,4,,,,,,,,,,3,4,0,1,Leafs4Ever,,,,0,1,1,0,0,,
9,Tampa Bay Barracuda,Las Vegas Kings,31,18,1,63,1,,,,WPG,4,3,,,,CGY,3,4,,,,7,7,1,1,Shutout,,,,1,1,2,0,0,,
9,Manhattan Rage,Manhattan Rage,8,38,4,20,0,,,,,,,,,,,,,,,,0,0,0,0,Diamond_Ace,,,,0,0,0,0,0,,
9,Edmonton Blizzard,Edmonton Comets,14,31,5,33,0,,,,,,,,,,,,,,,,0,0,0,0,Seth,Wadey,,,0,0,0,0,0,,
9,Los Angeles Panthers,Los Angeles Panthers,21,21,8,50,0,,,,,,,,,,,,,,,,0,0,0,0,Checkmate,,,,0,0,0,0,0,,
9,Minnesota Monarchs,Minnesota Chiefs,28,20,2,58,1,,,,HAM,3,4,,,,,,,,,,3,4,0,1,JumpierPegasus,,,,0,1,1,0,0,,
8,Baltimore Platoon,West Kendall Platoon,33,14,3,69,1,,,,,,,,,,MIN,4,2,CGY,1,4,5,6,1,1,Dylan,JayTee,,1,0,0,0,0,0,,
8,Calgary Dragons,Calgary Dragons,25,20,5,55,1.1,,,,LAP,4,1,,,,VAN,4,3,WKP,4,1,12,5,3,0,xDPark,Tsmith,1,,1,0,1,0,0,,
8,Hamilton Steelhawks,Hamilton Steelhawks,26,21,3,55,0,,,,,,,,,,,,,,,,0,0,0,0,Raymond,,,,0,0,0,0,0,,
8,Toronto North Stars,Toronto North Stars,26,20,4,56,1,,,,MIN,2,4,,,,,,,,,,2,4,0,1,jkrever,,,,0,0,0,0,0,,
8,Winnipeg Aurora,Winnipeg Jets,21,20,9,51,0,,,,,,,,,,,,,,,,0,0,0,0,Leafs4Ever,,,,0,0,0,0,0,,
8,Tampa Bay Barracuda,Las Vegas Kings,28,17,5,61,1,,,,,,,,,,CGY,3,4,,,,3,4,0,1,Shutout,Duey,,,0,1,1,0,0,,
8,Manhattan Rage,Manhattan Rage,17,23,10,44,0,,,,,,,,,,,,,,,,0,0,0,0,Diamond_Ace,GreatDane,,,0,0,0,0,0,,
8,Edmonton Blizzard,Edmonton Comets,23,25,2,48,0,,,,,,,,,,,,,,,,0,0,0,0,Seth,Wadey,,,0,0,0,0,0,,
8,Los Angeles Panthers,Los Angeles Panthers,21,20,9,51,1,,,,CGY,1,4,,,,,,,,,,1,4,0,1,Checkmate,,,,0,0,0,0,0,,
8,Minnesota Monarchs,Minnesota Chiefs,30,16,4,64,1,,,,TOR,4,2,,,,WKP,2,4,,,,6,6,1,1,Boon,,,,0,0,0,0,0,,
7,Baltimore Platoon,West Kendall Platoon,22,22,6,50,0,,,,,,,,,,,,,,,,0,0,0,0,Dylan,JayTee,,,0,0,0,0,0,,
7,Calgary Dragons,Calgary Dragons,26,20,4,56,1,,,,,,,,,,WPG,0,4,,,,0,4,0,1,NathanAD,,,,0,0,0,0,0,,
7,Hamilton Steelhawks,Hamilton Steelhawks,26,20,4,60,1,,,,MAN,4,1,,,,TOR,1,4,WPG,0,4,5,9,1,2,Raymond,kebrik,,,0,0,0,0,0,,
7,Toronto North Stars,Toronto North Stars,33,13,4,70,1,,,,,,,,,,HAM,1,4,,,,1,4,0,1,jkrever,,,1,0,0,0,0,0,,
7,Winnipeg Aurora,Winnipeg Jets,25,19,6,56,1.1,,,,LAP,4,3,,,,CGY,4,0,HAM,4,0,12,3,3,0,Leafs4Ever,,1,,1,0,1,0,0,,
7,Tampa Bay Barracuda,Vancouver Nightmare,25,21,4,54,0,,,,,,,,,,,,,,,,0,0,0,0,MacDaddy,,,,0,0,0,0,0,,
7,Manhattan Rage,Manhattan Rage,31,14,5,67,1,,,,HAM,1,4,,,,,,,,,,1,4,0,1,Diamond_Ace,GreatDane,,,0,0,0,0,0,,
7,Edmonton Blizzard,Edmonton Comets,13,29,8,34,0,,,,,,,,,,,,,,,,0,0,0,0,Seth,,,,0,0,0,0,0,,
7,Los Angeles Panthers,Los Angeles Panthers,25,19,6,56,1,,,,WPG,3,4,,,,,,,,,,3,4,0,1,Deener,,,,0,1,1,0,0,,
7,Minnesota Monarchs,Minnesota Chiefs,24,20,6,54,0,,,,,,,,,,,,,,,,0,0,0,0,Boon,,,,0,0,0,0,0,,
6,Baltimore Platoon,West Kendall Platoon,31,24,5,67,1,,,,,,,,,,MIN,1,4,,,,1,4,0,1,Fernando,,,,0,0,0,0,0,,
6,Calgary Dragons,Calgary Dragons,31,24,5,67,1,,,,VAN,4,2,,,,LAP,1,4,,,,5,6,1,1,NathanAD,,,,0,0,0,0,0,,
6,Hamilton Steelhawks,Hamilton Steelhawks,28,25,7,63,0,,,,,,,,,,,,,,,,0,0,0,0,Raymond,kebrik,,,0,0,0,0,0,,
6,Toronto North Stars,Toronto North Stars,29,26,5,63,0,,,,,,,,,,,,,,,,0,0,0,0,jkrever,,,,0,0,0,0,0,,
6,Winnipeg Aurora,Winnipeg Jets,25,21,14,64,0,,,,,,,,,,,,,,,,0,0,0,0,Leafs4Ever,,,,0,0,0,0,0,,
6,Tampa Bay Barracuda,Vancouver Nightmare,35,19,6,76,1,,,,CGY,2,4,,,,,,,,,,2,4,0,1,MacDaddy,,,,0,0,0,0,0,,
6,Manhattan Rage,Manhattan Rage,29,24,7,65,1,,,,MIN,1,4,,,,,,,,,,1,4,0,1,Diamond_Ace,GreatDane,,,0,0,0,0,0,,
6,Edmonton Blizzard,Edmonton Comets,25,27,8,58,0,,,,,,,,,,,,,,,,0,0,0,0,McDonald,,,,0,0,0,0,0,,
6,Los Angeles Panthers,Los Angeles Panthers,38,17,5,81,1.1,,,,,,,,,,CGY,4,1,MIN,4,3,8,4,2,0,Deener,,1,1,1,0,1,1,0,,
6,Minnesota Monarchs,Minnesota Chiefs,29,24,7,65,1,,,,MAN,4,1,,,,WKP,4,1,LAP,3,4,11,6,2,1,Boon,,,,0,1,1,0,1,,
5,Baltimore Platoon,West Kendall Platoon,32,7,5,69,1,,,,,,,,,,HAM,4,1,VAN,4,0,8,1,2,0,Brandon,,1,1,0,0,0,0,0,,
5,Calgary Dragons,Calgary Dragons,21,15,8,50,0,,,,,,,,,,,,,,,,0,0,0,0,NathanAD,,,,0,0,0,0,0,,
5,Hamilton Steelhawks,Hamilton Steelhawks,28,12,4,60,1,,,,TOR,4,3,,,,WKP,1,4,,,,5,7,1,1,Raymond,kebrik,,,1,0,1,0,0,,
5,Toronto North Stars,Toronto North Stars,22,13,9,53,1,,,,HAM,3,4,,,,,,,,,,3,4,0,1,jkrever,,,,0,1,1,0,0,,
5,Winnipeg Aurora,Winnipeg Jets,24,15,5,53,1,,,,VAN,2,4,,,,,,,,,,2,4,0,1,Leafs4Ever,,,,0,0,0,0,0,,
5,Tampa Bay Barracuda,Vancouver Ice Wolves,22,14,8,52,1,,,,WPG,4,2,,,,EDM,4,3,WKP,0,4,8,9,2,1,Leafs4Stanley,,,,1,0,1,0,0,,
5,Manhattan Rage,Manhattan Rage,24,16,4,52,0,,,,,,,,,,,,,,,,0,0,0,0,Spangle,,,,0,0,0,0,0,,
5,Edmonton Blizzard,Edmonton Comets,26,12,6,58,1,,,,,,,,,,SEA,3,4,,,,3,4,0,1,McDonald,,,,0,1,1,0,0,,
5,Los Angeles Panthers,Los Angeles Panthers,13,24,7,33,0,,,,,,,,,,,,,,,,0,0,0,0,Deener,,,,0,0,0,0,0,,
5,Minnesota Monarchs,Minnesota Chiefs,8,32,4,20,0,,,,,,,,,,,,,,,,0,0,0,0,Boon,,,,0,0,0,0,0,,
4,Baltimore Platoon,West Kendall Platoon,20,15,5,45,1.1,,,,HAM,4,1,,,,MAN,4,2,EDM,1,4,9,7,2,1,Brandon,,,,0,0,0,0,0,,
4,Calgary Dragons,Calgary Dragons,13,23,4,30,1,,,,WPG,2,4,,,,,,,,,,2,4,0,1,NathanAD,,,,0,0,0,0,0,,
4,Hamilton Steelhawks,Hamilton Steelhawks,18,13,9,45,1,,,,WKP,1,4,,,,,,,,,,1,4,0,1,Bolt/Theo,,,,0,0,0,0,0,,
4,Toronto North Stars,Toronto North Stars,18,18,4,40,0,,,,,,,,,,,,,,,,0,0,0,0,jkrever,,,,0,0,0,0,0,,
4,Winnipeg Aurora,Winnipeg Jets,19,19,2,40,1,,,,VAN,4,2,,,,EDM,1,4,,,,5,6,1,1,Leafs4Ever,,,,0,0,0,0,0,,
4,Tampa Bay Barracuda,Vancouver Ice Wolves,17,16,7,41,0,,,,WPG,2,4,,,,,,,,,,0,0,0,1,Leafs4Stanley,,,,0,0,0,0,0,,
4,Manhattan Rage,Manhattan Rage,21,16,3,45,1,,,,,,,,,,WKP,2,4,,,,2,4,0,1,Spangle,,,,0,0,0,0,0,,
4,Edmonton Blizzard,Edmonton Comets,34,2,4,72,1.1,,,,,,,,,,WPG,4,1,WKP,4,1,8,2,2,0,McDonald,,1,1,0,0,0,0,0,,
3,Baltimore Platoon,West Kendall Platoon,28,7,5,61,1,,,,,,,,,,HAM,1,4,,,,1,4,0,1,Fernando,,,,0,0,0,0,0,,
3,Calgary Dragons,Calgary Dragons,18,17,5,41,1,,,,WPG,2,4,,,,,,,,,,2,4,0,1,NathanAD,,,,0,0,0,0,0,,
3,Hamilton Steelhawks,Hamilton Steelhawks,15,21,4,34,1,,,,MAN,4,2,,,,WKP,4,1,EDM,0,4,8,7,2,1,Daco,,,,0,0,0,0,0,,
3,Toronto North Stars,Toronto North Stars,16,23,1,33,0,,,,,,,,,,,,,,,,0,0,0,0,jkrever,,,,0,0,0,0,0,,
3,Winnipeg Aurora,Winnipeg Jets,18,14,8,44,1,,,,CGY,4,2,,,,EDM,3,4,,,,7,6,1,1,Leafs4Ever,,,,0,1,1,0,0,,
3,Tampa Bay Barracuda,Vancouver Ice Wolves,15,17,8,38,0,,,,,,,,,,,,,,,,0,0,0,0,Leafs4Stanley,,,,0,0,0,0,0,,
3,Manhattan Rage,Manhattan Rage,22,9,9,53,1,,,,HAM,2,4,,,,,,,,,,2,4,0,1,Spangle,,,,0,0,0,0,0,,
3,Edmonton Blizzard,Edmonton Comets,28,6,6,62,1.1,,,,,,,,,,WPG,4,3,HAM,4,0,8,3,2,0,McDonald,,1,1,1,0,1,0,0,,
2,Baltimore Platoon,West Kendall Platoon,30,6,4,64,1.1,,,,,,,,,,TOR,4,0,EDM,4,2,8,2,2,0,Fernando,,1,1,0,0,0,0,0,,
2,Calgary Dragons,Calgary Dragons,20,17,3,43,0,,,,,,,,,,,,,,,,0,0,0,0,Cezar,,,,0,0,0,0,0,,
2,Hamilton Steelhawks,Hamilton Steelhawks,13,17,10,36,0,,,,,,,,,,,,,,,,0,0,0,0,Daco,,,,0,0,0,0,0,,
2,Toronto North Stars,Toronto North Stars,20,20,0,40,1,,,,,,,,,,WKP,0,4,,,,0,4,0,1,jkrever,,,,0,0,0,0,0,,
2,Winnipeg Aurora,Winnipeg Jets,22,13,5,49,1,,,,,,,,,,EDM,3,4,,,,3,4,0,1,Leafs4Ever,,,,0,1,1,0,0,,
2,Tampa Bay Barracuda,Wisconson Monarchs,12,24,4,28,0,,,,,,,,,,,,,,,,0,0,0,0,Mabs & Smzza,,,,0,0,0,0,0,,
2,Manhattan Rage,Manhattan Rage,14,24,2,30,0,,,,,,,,,,,,,,,,0,0,0,0,Spangle,,,0,0,0,0,0,0,,
2,Edmonton Blizzard,Edmonton Comets,29,8,3,61,1,,,,,,,,,,WPG,4,3,WKP,2,4,6,7,1,1,McDonald,,,,1,0,1,0,0,,
1,Baltimore Platoon,West Kendall Platoon,30,5,5,65,1,,,,,,,,,,TOR,4,3,WPG,1,4,5,7,1,1,Fernando,,,1,1,0,1,0,0,,
1,Calgary Dragons,Calgary Dragons,13,18,9,35,0,,,,,,,,,,,,,,,,0,0,0,0,Cezar,,,,0,0,0,0,0,,
1,Hamilton Steelhawks,Hamilton Steelhawks,15,18,7,37,0,,,,,,,,,,,,,,,,0,0,0,0,Mikeorfei,,,,0,0,0,0,0,,
1,Toronto North Stars,Toronto Stars,21,12,7,49,1,,,,,,,,,,WKP,3,4,,,,3,4,0,1,jkrever,,,,0,1,1,0,0,,
1,Winnipeg Aurora,Winnipeg Jets,23,12,5,51,1.1,,,,,,,,,,WSC,4,1,WKP,4,1,8,2,2,0,Leafs4Ever,,1,,0,0,0,0,0,,
1,Tampa Bay Barracuda,Wisconson Monarchs,18,16,6,42,1,,,,WPG,1,4,,,,,,,,,,1,4,0,1,Veto,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
